customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_f5142e8ab368,36-50,2995,850,US,gmail.com,mobile,high,119.47,30.23,0.0258
cust_10449be37726,18-25,303,1036,DE,gmail.com,mobile,high,50.91,19.91,0.0592
cust_26d576d350fd,18-25,1967,2687,SG,outlook.com,mobile,high,263.43,34.51,0.0079
cust_1e336c972dc2,26-35,68,1756,US,gmail.com,mobile,medium,270.7,58.77,0.0792
cust_379e585fbbf9,36-50,2284,1404,DE,outlook.com,mobile,medium,167.0,7.26,0.0329
cust_4e6870abfd29,51-65,376,2231,IN,outlook.com,mobile,high,220.27,12.82,0.0701
cust_c206a31ff7e0,26-35,2305,2571,IN,outlook.com,mobile,medium,252.66,58.63,0.0748
cust_f1e98d17caf5,26-35,1621,876,US,gmail.com,mobile,medium,243.47,53.41,0.0318
cust_2f98a4660c29,26-35,1310,152,IN,gmail.com,mobile,medium,109.85,55.79,0.0644
cust_ecc107c778b7,51-65,874,585,GB,company.example,mobile,medium,63.02,63.84,0.0593
cust_34ac9ef571e6,36-50,1145,1664,SG,outlook.com,mobile,medium,188.69,14.27,0.0469
cust_59a2fe596426,36-50,1419,1795,IN,gmail.com,mobile,high,66.43,58.7,0.0634
cust_56d0609fa109,18-25,2674,949,IN,gmail.com,mobile,medium,183.98,49.28,0.0399
cust_4567c4cde7b7,36-50,1998,2387,AE,gmail.com,mobile,high,203.25,41.04,0.0278
cust_917948913213,36-50,434,2320,GB,gmail.com,mobile,medium,153.46,29.85,0.0584
cust_5a748823564c,51-65,2284,194,US,gmail.com,mobile,medium,250.54,13.51,0.0106
cust_ba500d83f947,18-25,1469,949,US,outlook.com,mobile,medium,42.79,58.87,0.0347
cust_247601281e67,36-50,2671,1875,DE,gmail.com,mobile,high,167.32,60.47,0.0743
cust_ee2a1bca658d,51-65,1838,2481,IN,outlook.com,mobile,high,99.0,43.18,0.0431
cust_775c9fd8ae76,18-25,236,122,IN,outlook.com,mobile,high,76.05,14.48,0.0138
cust_f24567c918e8,26-35,588,1478,IN,company.example,mobile,medium,197.24,41.04,0.048
cust_c821c103346c,18-25,157,1607,IN,gmail.com,mobile,high,123.51,49.1,0.0635
cust_29a289332c36,26-35,2228,2541,AE,company.example,mobile,medium,192.18,23.42,0.0205
cust_00b1384bc661,26-35,1510,1325,GB,outlook.com,mobile,high,165.95,31.67,0.0237
cust_c13154d09aba,51-65,853,1304,DE,gmail.com,mobile,medium,163.47,19.98,0.0776
cust_d57b99a8cc53,18-25,1565,547,IN,gmail.com,mobile,high,196.32,36.05,0.0197
cust_8a990305aa8c,18-25,1655,787,AE,gmail.com,mobile,high,134.3,51.75,0.0609
cust_1f534183e6ad,26-35,1407,840,SG,outlook.com,mobile,high,67.56,25.45,0.0407
cust_d2e1c7881702,18-25,1787,322,US,company.example,mobile,medium,147.21,55.61,0.0298
cust_f7e6768d6e91,26-35,2460,1880,GB,company.example,mobile,medium,146.24,30.99,0.0253
cust_991647e01c50,26-35,548,2806,DE,outlook.com,mobile,medium,266.25,10.23,0.0643
cust_f42976b67a1b,26-35,1484,2008,IN,outlook.com,mobile,high,173.83,20.93,0.057
cust_179aa9fecb46,26-35,751,318,US,gmail.com,mobile,high,36.71,61.21,0.0476
cust_e07c6c345784,26-35,889,644,US,company.example,mobile,high,183.44,43.74,0.0009
