device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_f5142e8ab368,sess_f5142e8ab368,Edge,Windows,desktop,US,0.142,323,1621,1
dev_10449be37726,sess_4e6870abfd29,Edge,macOS,desktop,IN,0.0838,118,330,0
dev_26d576d350fd,sess_34ac9ef571e6,Firefox,macOS,mobile,AE,0.1005,209,1671,1
dev_1e336c972dc2,sess_5a748823564c,Firefox,Android,desktop,IN,0.0753,87,443,0
dev_379e585fbbf9,sess_f24567c918e8,Safari,macOS,tablet,IN,0.2241,504,1607,1
dev_4e6870abfd29,sess_d57b99a8cc53,Edge,iOS,mobile,IN,0.0386,1052,1350,1
dev_c206a31ff7e0,sess_991647e01c50,Safari,macOS,mobile,GB,0.166,523,658,1
dev_f1e98d17caf5,sess_41c6ade2a40b,Edge,Windows,desktop,IN,0.0469,1381,660,1
dev_2f98a4660c29,sess_1d6ba91f198a,Chrome,Android,mobile,SG,0.0325,1468,1714,1
dev_ecc107c778b7,sess_d9e46eb30b54,Firefox,Windows,mobile,GB,0.1776,1214,1496,0
dev_34ac9ef571e6,sess_55f96b81db31,Safari,iOS,mobile,DE,0.2293,193,531,1
dev_59a2fe596426,sess_ba2dc718e9c9,Chrome,iOS,mobile,US,0.2055,1319,1716,0
dev_56d0609fa109,sess_2b1713ca7a82,Safari,Android,desktop,US,0.1664,1037,364,1
dev_4567c4cde7b7,sess_ea28de44bcf5,Edge,iOS,desktop,SG,0.0978,1350,536,0
dev_917948913213,sess_affbd4c9c276,Firefox,Android,mobile,IN,0.2211,1464,246,1
dev_5a748823564c,sess_a87726d6c876,Firefox,iOS,desktop,DE,0.2138,997,103,1
dev_ba500d83f947,sess_05a066a2f9ba,Safari,Android,tablet,IN,0.0471,493,1064,0
dev_247601281e67,sess_7cd1b8f35696,Firefox,macOS,mobile,GB,0.0932,1442,396,0
dev_ee2a1bca658d,sess_f8ffb49d6b6b,Chrome,iOS,desktop,GB,0.25,271,1531,0
dev_775c9fd8ae76,sess_dcaff1485ffa,Chrome,Android,mobile,SG,0.1951,33,1682,1
dev_f24567c918e8,sess_ec0ef7b0804d,Firefox,macOS,desktop,IN,0.2347,172,904,0
dev_c821c103346c,sess_7dffba2975e5,Chrome,macOS,mobile,AE,0.1231,1090,1004,0
dev_29a289332c36,sess_f10272505739,Safari,Windows,desktop,AE,0.0401,312,765,0
dev_00b1384bc661,sess_2dec21995144,Safari,Android,tablet,SG,0.0022,1425,1769,1
dev_c13154d09aba,sess_3aa9821a5317,Firefox,Android,desktop,DE,0.0818,609,1057,0
dev_d57b99a8cc53,sess_539a70229451,Firefox,Windows,mobile,DE,0.1306,985,1144,1
dev_8a990305aa8c,sess_fd106d46b8d2,Edge,macOS,desktop,AE,0.1489,212,409,1
dev_1f534183e6ad,sess_71d8cef13985,Firefox,iOS,mobile,IN,0.1962,252,99,1
dev_d2e1c7881702,sess_07ccd96d665e,Firefox,Windows,tablet,IN,0.2358,685,553,1
dev_f7e6768d6e91,sess_9ad59e99be08,Chrome,Android,tablet,IN,0.1211,1394,1782,0
dev_991647e01c50,sess_b0a1c5c081e5,Chrome,iOS,tablet,DE,0.0039,443,1031,0
dev_f42976b67a1b,sess_3be7401133a2,Safari,iOS,mobile,DE,0.0871,145,874,1
dev_179aa9fecb46,sess_70126999b55f,Firefox,macOS,tablet,SG,0.0406,383,698,0
dev_e07c6c345784,sess_f7a1e2392280,Chrome,iOS,mobile,DE,0.2166,999,435,0
dev_6c1bfd5b7231,sess_fed63e06058e,Edge,iOS,tablet,GB,0.1424,131,1643,1
dev_41c6ade2a40b,sess_4f46a94ea75a,Chrome,Android,tablet,US,0.0684,313,1641,1
dev_c2d2bdcb73eb,sess_739adf49b9b2,Firefox,Android,tablet,DE,0.0492,1152,838,0
dev_d3babd780366,sess_acaadbea3587,Edge,iOS,desktop,GB,0.1686,394,1636,1
dev_312f251c7288,sess_f474f7856e47,Safari,macOS,desktop,SG,0.0217,1376,992,1
dev_4dcd5c5b4f5b,sess_fa03703d0653,Safari,Android,tablet,IN,0.1057,373,1406,1
dev_1d6ba91f198a,sess_ea811189fcb4,Firefox,macOS,mobile,US,0.1099,1000,910,1
dev_a307a9b90fa0,sess_0cd6ea4bf458,Safari,Windows,mobile,IN,0.1752,430,376,0
dev_d859b976d957,sess_2801f2dc8b8a,Safari,Android,desktop,IN,0.1265,775,1271,0
dev_01e25959fded,sess_aead5b2bf028,Chrome,Android,tablet,AE,0.0466,219,532,1
dev_06cdd8aa8d06,sess_6c7b77d6d52e,Firefox,Windows,desktop,DE,0.1626,1266,1486,0
dev_d9e46eb30b54,sess_a329bc2d3608,Firefox,Windows,desktop,US,0.1303,1074,1166,0
dev_52daf3084756,sess_e9eabb9ed03f,Edge,Android,desktop,SG,0.2484,1357,1523,0
dev_186666b133c9,sess_f9e2bc9055fe,Firefox,iOS,tablet,US,0.1307,99,726,1
dev_626ea8ea3dbc,sess_fe72108f6529,Safari,Windows,mobile,SG,0.1839,187,1371,1
dev_e4e65d53655e,sess_7c27bbbdd6f8,Edge,macOS,mobile,IN,0.0712,336,167,0
dev_55f96b81db31,sess_b9d04240379e,Safari,Windows,mobile,DE,0.0521,275,678,0
dev_cc3b2532dd56,sess_ca351eaa3bd3,Edge,macOS,desktop,AE,0.0107,397,161,1
dev_d422205dcfe9,sess_207b42161d0f,Safari,Android,desktop,SG,0.2019,715,357,1
dev_4126188cc2b1,sess_d05c1ee1660d,Edge,macOS,desktop,SG,0.1418,1255,1006,1
dev_18c95871a86d,sess_ab27a321df84,Firefox,macOS,mobile,DE,0.0808,298,1354,1
dev_ba2dc718e9c9,sess_800538db5f19,Edge,Windows,tablet,DE,0.1429,331,1687,0
dev_c515096d7361,sess_a59d36a60f81,Chrome,macOS,tablet,GB,0.0447,316,897,0
dev_3a4065129c2c,sess_4e36c0cc38fb,Edge,macOS,mobile,IN,0.0529,217,559,0
dev_465e778fdece,sess_e360076fd5fa,Firefox,iOS,tablet,GB,0.1898,1050,774,0
dev_ec60b8aa307c,sess_a0e90d387f2f,Edge,macOS,desktop,DE,0.1273,626,360,1
dev_2b1713ca7a82,sess_7dfcdacc4860,Chrome,Android,tablet,DE,0.209,734,256,1
dev_3debab9cd7df,sess_276847ab8e20,Chrome,Android,desktop,US,0.1163,1111,369,1
dev_3e2c458de003,sess_2e353a62c043,Edge,Android,tablet,IN,0.0512,1376,135,1
dev_9c0e215391d2,sess_403e251e4dcb,Edge,Android,mobile,DE,0.0461,428,1452,1
dev_4c6522969cfd,sess_20e694bf44e0,Chrome,Android,mobile,DE,0.1303,579,614,1
dev_ea28de44bcf5,sess_702262eb855b,Safari,Windows,mobile,IN,0.0908,1196,455,0
dev_59fce9e95f2c,sess_b72ddde37dc9,Firefox,macOS,mobile,AE,0.2294,953,561,1
dev_cf9ff32b920d,sess_392955dc8580,Firefox,macOS,tablet,GB,0.0011,1451,1673,0
dev_f631ef3f55c2,sess_a10a96e541a8,Safari,macOS,tablet,AE,0.1914,66,174,1
dev_8ccedb43cc52,sess_a5bb770f9022,Firefox,Windows,tablet,AE,0.1684,601,577,1
dev_affbd4c9c276,sess_845f023bb5e5,Chrome,Windows,desktop,SG,0.0467,461,696,0
dev_feee4662f51c,sess_bdf194480e4d,Firefox,Windows,desktop,AE,0.2355,1445,834,1
dev_58a2fbf81de9,sess_072e35710bc4,Chrome,Windows,tablet,GB,0.0016,440,191,1
dev_2b2d42a02389,sess_06559c0621e2,Firefox,Windows,tablet,GB,0.1144,443,1009,0
dev_4ab72c1c8182,sess_6992f3476a67,Edge,Windows,desktop,DE,0.2257,342,1613,0
dev_a87726d6c876,sess_b41b9cf9ae0c,Firefox,iOS,mobile,AE,0.0251,786,1385,1
