customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_c4a6ee69538d,26-35,42,653,AE,outlook.com,mobile,high,238.6,56.3,0.0414
cust_202f0e67d841,18-25,298,1600,US,outlook.com,mobile,medium,84.83,41.86,0.0578
cust_d1e783943126,51-65,2614,2839,GB,outlook.com,mobile,medium,174.98,22.56,0.049
cust_a0b1ea8d7806,51-65,2062,1595,DE,outlook.com,mobile,medium,253.25,43.86,0.0523
cust_3cd464a39f2b,26-35,276,2413,US,company.example,mobile,high,267.79,62.25,0.0016
cust_12710bd7258e,36-50,270,2613,US,gmail.com,mobile,high,218.76,54.42,0.0769
cust_9f7557ee643b,26-35,1743,1694,US,outlook.com,mobile,medium,91.51,30.63,0.0342
cust_c6075a5b1c64,36-50,2762,2666,DE,gmail.com,mobile,high,138.74,51.06,0.0419
cust_0c19e30ac464,36-50,2864,887,DE,company.example,mobile,medium,62.25,38.49,0.0054
cust_81376d24f7b6,18-25,1165,2803,US,company.example,mobile,medium,121.11,63.37,0.059
cust_451f8b6d47b1,51-65,2420,519,GB,company.example,mobile,high,155.22,18.07,0.008
cust_a487eff53f55,36-50,2369,2891,AE,gmail.com,mobile,medium,154.41,35.31,0.0237
cust_42f03ce9057a,18-25,319,1868,US,company.example,mobile,high,131.9,59.72,0.0249
cust_8df644f7d643,26-35,1678,2376,SG,company.example,mobile,high,181.71,60.69,0.0556
cust_2ed3d0fc7dc0,18-25,591,1541,GB,gmail.com,mobile,medium,203.47,59.48,0.0179
cust_ecd7289f56b5,51-65,321,178,US,gmail.com,mobile,high,257.45,62.47,0.0243
cust_4d5695146b88,51-65,2741,2826,GB,company.example,mobile,medium,34.34,5.28,0.008
cust_ab2990e14cf7,51-65,389,1427,SG,company.example,mobile,medium,41.8,15.72,0.0702
cust_d6117e738560,26-35,1931,48,DE,gmail.com,mobile,medium,219.41,24.15,0.0536
cust_02391a3681ba,18-25,1780,1598,IN,gmail.com,mobile,high,46.33,21.36,0.0263
cust_1780adb80b14,36-50,264,711,IN,company.example,mobile,medium,192.75,53.49,0.0539
cust_0b1092f4c253,51-65,2482,1854,US,gmail.com,mobile,medium,98.04,27.24,0.0438
cust_4b6bdbc073e8,36-50,1709,836,IN,outlook.com,mobile,high,31.32,19.35,0.0086
cust_89d9529b3605,26-35,1567,1863,GB,outlook.com,mobile,medium,180.58,47.0,0.08
cust_031400b7772d,36-50,2174,2684,DE,company.example,mobile,medium,132.69,32.97,0.0496
cust_12f5647e7986,18-25,113,251,SG,company.example,landline,high,283.74,45.16,0.1794
cust_3c20c6dd235d,51-65,528,593,US,outlook.com,voip,low,122.66,26.42,0.2034
cust_22fc31cc3409,36-50,420,216,GB,company.example,mobile,low,184.96,17.42,0.2846
cust_32db16bb25bb,18-25,616,756,IN,outlook.com,landline,high,333.1,10.64,0.0334
cust_0e0306138000,36-50,45,327,AE,company.example,voip,high,153.7,58.48,0.2803
cust_8ec31c726ec4,36-50,159,715,GB,outlook.com,landline,medium,83.01,87.22,0.307
cust_21ae29ab9c23,18-25,267,602,GB,gmail.com,landline,low,272.67,30.63,0.1646
cust_839325546cd4,51-65,1115,396,IN,proton.me,voip,low,202.32,26.4,0.1993
cust_08dd29fefd35,26-35,902,495,IN,outlook.com,landline,medium,326.43,40.59,0.3391
cust_27ed9fb095e9,36-50,88,970,SG,company.example,voip,low,324.16,21.05,0.3482
cust_ff140acdbae9,26-35,491,637,DE,company.example,landline,medium,262.97,78.37,0.0225
cust_ef24be16c1e0,26-35,566,320,SG,proton.me,mobile,medium,135.62,67.97,0.3079
cust_10d9c6aeef26,18-25,784,130,DE,company.example,mobile,high,88.81,15.26,0.3214
cust_a757efd29e7b,18-25,672,619,AE,proton.me,landline,low,60.24,58.69,0.1247
cust_455ae0329ad8,18-25,309,424,IN,company.example,voip,medium,344.92,43.84,0.2934
cust_100c4346e4d4,26-35,272,705,IN,gmail.com,mobile,medium,159.73,85.36,0.2838
cust_ec96b4c79a82,26-35,89,565,SG,gmail.com,mobile,medium,258.6,63.75,0.0136
cust_100927217701,36-50,293,133,IN,proton.me,voip,medium,342.09,11.38,0.3229
cust_9381590c291f,51-65,212,211,GB,company.example,voip,high,38.87,37.31,0.0321
cust_831b96ad7cda,26-35,103,1069,SG,company.example,landline,medium,84.75,23.34,0.0126
cust_95532ce1af83,51-65,605,1055,GB,proton.me,landline,low,153.75,14.44,0.2342
cust_a0402b19a295,51-65,167,681,AE,gmail.com,mobile,medium,255.32,73.93,0.2831
cust_36ba08271392,51-65,388,575,IN,proton.me,voip,high,171.79,84.0,0.2908
cust_d8d6ee276d51,18-25,323,797,SG,company.example,voip,high,60.46,78.99,0.2968
cust_0a02eff7848f,18-25,131,384,SG,proton.me,voip,high,167.43,58.97,0.3226
