device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_c4a6ee69538d,sess_c4a6ee69538d,Chrome,Windows,desktop,AE,0.2199,952,330,1
dev_202f0e67d841,sess_12710bd7258e,Firefox,Android,desktop,SG,0.227,106,512,0
dev_d1e783943126,sess_451f8b6d47b1,Safari,Windows,tablet,GB,0.0213,772,1336,0
dev_a0b1ea8d7806,sess_ecd7289f56b5,Edge,iOS,tablet,US,0.1354,870,1699,1
dev_3cd464a39f2b,sess_1780adb80b14,Firefox,iOS,desktop,US,0.0281,115,459,0
dev_12710bd7258e,sess_43c73fe4cffc,Firefox,Android,mobile,IN,0.1311,365,290,0
dev_9f7557ee643b,sess_907612d35828,Chrome,Windows,desktop,GB,0.0438,867,1728,0
dev_c6075a5b1c64,sess_a972243e0df4,Safari,iOS,desktop,US,0.062,574,256,1
dev_0c19e30ac464,sess_acc6cf380f14,Firefox,iOS,mobile,GB,0.1992,214,1308,0
dev_81376d24f7b6,sess_3cb1b2f5d7c7,Firefox,macOS,mobile,AE,0.1469,1442,780,0
dev_451f8b6d47b1,sess_48745f18eb8d,Chrome,iOS,desktop,GB,0.0688,276,1724,0
dev_a487eff53f55,sess_bab68c251891,Edge,Windows,desktop,IN,0.1876,1333,948,1
dev_42f03ce9057a,sess_93447565e4e6,Edge,iOS,mobile,US,0.2221,931,1147,1
dev_8df644f7d643,sess_4ab94811a138,Chrome,iOS,tablet,AE,0.2398,104,534,1
dev_2ed3d0fc7dc0,sess_dad14ea6e171,Chrome,macOS,tablet,DE,0.1763,617,419,1
dev_ecd7289f56b5,sess_c70d96432886,Firefox,Android,mobile,IN,0.1971,936,764,1
dev_4d5695146b88,sess_9f0a228af487,Chrome,iOS,desktop,IN,0.1149,132,959,1
dev_ab2990e14cf7,sess_f2ead96063cf,Chrome,macOS,tablet,AE,0.0479,1023,950,0
dev_d6117e738560,sess_b6a0681f8671,Firefox,Windows,desktop,AE,0.0755,724,333,0
dev_02391a3681ba,sess_d349c33985be,Firefox,iOS,desktop,SG,0.197,971,1446,0
dev_60562219b7c3,sess_1a34a0ed4519,Chrome,iOS,mobile,SG,0.3151,13,754,1
dev_5364298b6737,sess_e7edd446ec45,Firefox,Windows,mobile,GB,0.8311,127,119,0
dev_b350a4607bff,sess_b3e877d2a891,Safari,macOS,mobile,AE,0.5061,143,832,1
dev_166f4ab299fd,sess_a6054aaed53a,Edge,macOS,desktop,IN,0.553,259,424,3
dev_4ad7bfbf0673,sess_1f0a51a55e15,Edge,Android,mobile,AE,0.5855,64,233,3
dev_930144d30330,sess_f77d0a6e1bc0,Edge,iOS,mobile,SG,0.7042,232,70,2
dev_c567479c4644,sess_070ee3c19047,Safari,iOS,desktop,DE,0.482,121,256,2
dev_bd1da91f237b,sess_791fbcf6e6ac,Edge,iOS,mobile,DE,0.6529,88,628,3
dev_86f6ea647f54,sess_ca3e16af54e6,Chrome,iOS,tablet,GB,0.2244,147,850,2
dev_c73fb928a8db,sess_7c6ddd3802c4,Safari,macOS,mobile,DE,0.4058,253,386,3
dev_0580fd3bafe3,sess_7e0d8678ab05,Safari,Android,mobile,GB,0.5807,141,300,4
dev_98b3e5bf3b09,sess_e1ef7e3f4fb9,Firefox,Linux,desktop,SG,0.4049,37,900,1
dev_633e2344b403,sess_cc0e62abf667,Chrome,Windows,mobile,IN,0.5847,2,429,2
dev_48464bd7d822,sess_0fce7a74f863,Chrome,Android,desktop,IN,0.3399,177,512,2
dev_4a190492487d,sess_3aaab333b734,Edge,Linux,desktop,DE,0.6622,96,143,3
dev_3a6dd455e2a7,sess_186bbf4edb1c,Edge,Linux,tablet,SG,0.6949,17,709,3
dev_e88fb8ce26ec,sess_9ab452d8285c,Safari,Linux,mobile,US,0.4797,9,298,1
dev_704ce71cc684,sess_3acc617e9aa0,Safari,Android,desktop,AE,0.6715,141,471,3
dev_60d5c1390b22,sess_e10c2332d115,Safari,Android,tablet,SG,0.4224,69,883,2
dev_f87cff525f75,sess_893115ff822b,Safari,Android,tablet,US,0.4448,143,37,1
dev_6080d7cf2555,sess_cd783cf68c7c,Firefox,Android,desktop,AE,0.7053,268,823,4
dev_cd57cb9122aa,sess_4010d7828739,Chrome,iOS,mobile,US,0.64,257,252,3
dev_509a3373f822,sess_7b0a12aede28,Firefox,iOS,mobile,AE,0.7525,37,624,1
dev_81471888dc76,sess_3a8c450f9b93,Edge,Linux,mobile,AE,0.2842,81,139,0
dev_4e6c79c66985,sess_a8884eafee3c,Firefox,Android,desktop,DE,0.8612,3,592,6
