transaction_id,event_time,amount,currency,channel,rail,transaction_type,status,customer_id,merchant_id,device_id,session_id,ip_address,billing_country,shipping_country,merchant_category,payment_method_type,auth_result,risk_score,label,attack_id,attack_bucket,attack_subtype,scenario_id
txn_c4a6ee69538d,2026-08-17T00:00:00+00:00,32.69,INR,wallet,p2p,purchase,approved,cust_c4a6ee69538d,merch_c4a6ee69538d,dev_c4a6ee69538d,sess_c4a6ee69538d,198.51.100.181,AE,AE,electronics,credit_card,approved,0.1829,0,,,,
txn_202f0e67d841,2026-08-17T00:17:00+00:00,15.74,INR,wallet,card,purchase,approved,cust_c4a6ee69538d,merch_202f0e67d841,dev_c4a6ee69538d,sess_202f0e67d841,198.51.100.12,DE,DE,marketplace,wallet,approved,0.1927,0,,,,
txn_d1e783943126,2026-08-17T00:06:00+00:00,63.3,USD,mobile_app,p2p,purchase,approved,cust_c4a6ee69538d,merch_d1e783943126,dev_c4a6ee69538d,sess_d1e783943126,198.51.100.18,US,US,digital_goods,wallet,approved,0.2091,0,,,,
txn_a0b1ea8d7806,2026-08-17T01:03:00+00:00,26.64,GBP,marketplace,wallet,purchase,approved,cust_c4a6ee69538d,merch_a0b1ea8d7806,dev_c4a6ee69538d,sess_a0b1ea8d7806,198.51.100.37,US,US,financial_services,wallet,approved,0.1847,0,,,,
txn_3cd464a39f2b,2026-08-17T01:36:00+00:00,62.84,EUR,mobile_app,wallet,purchase,approved,cust_202f0e67d841,merch_3cd464a39f2b,dev_c4a6ee69538d,sess_3cd464a39f2b,198.51.100.173,US,US,financial_services,debit_card,approved,0.1848,0,,,,
txn_12710bd7258e,2026-08-17T01:00:00+00:00,23.82,SGD,mobile_app,p2p,purchase,approved,cust_202f0e67d841,merch_12710bd7258e,dev_202f0e67d841,sess_12710bd7258e,198.51.100.17,SG,SG,gift_cards,bank_account,approved,0.0327,0,,,,
txn_9f7557ee643b,2026-08-17T01:48:00+00:00,27.35,EUR,mobile_app,wallet,purchase,approved,cust_202f0e67d841,merch_9f7557ee643b,dev_202f0e67d841,sess_9f7557ee643b,198.51.100.60,IN,IN,travel,credit_card,approved,0.137,0,,,,
txn_c6075a5b1c64,2026-08-17T01:59:00+00:00,22.81,GBP,mobile_app,card,purchase,approved,cust_202f0e67d841,merch_c6075a5b1c64,dev_202f0e67d841,sess_c6075a5b1c64,198.51.100.37,SG,SG,retail,wallet,approved,0.2611,0,,,,
txn_0c19e30ac464,2026-08-17T01:04:00+00:00,88.78,USD,mobile_app,wallet,purchase,approved,cust_d1e783943126,merch_0c19e30ac464,dev_202f0e67d841,sess_0c19e30ac464,198.51.100.198,GB,GB,retail,bank_account,approved,0.087,0,,,,
txn_81376d24f7b6,2026-08-17T03:45:00+00:00,10.76,INR,ecommerce,p2p,purchase,approved,cust_d1e783943126,merch_81376d24f7b6,dev_202f0e67d841,sess_81376d24f7b6,198.51.100.59,AE,AE,travel,wallet,approved,0.2485,0,,,,
txn_451f8b6d47b1,2026-08-17T02:20:00+00:00,23.86,USD,mobile_app,card,purchase,approved,cust_d1e783943126,merch_451f8b6d47b1,dev_d1e783943126,sess_451f8b6d47b1,198.51.100.209,GB,GB,gift_cards,credit_card,approved,0.2077,0,,,,
txn_a487eff53f55,2026-08-17T02:01:00+00:00,17.75,SGD,wallet,wallet,purchase,approved,cust_d1e783943126,merch_a487eff53f55,dev_d1e783943126,sess_a487eff53f55,198.51.100.207,AE,AE,gift_cards,credit_card,approved,0.1738,0,,,,
txn_42f03ce9057a,2026-08-17T01:24:00+00:00,9.99,EUR,mobile_app,wallet,purchase,approved,cust_a0b1ea8d7806,merch_42f03ce9057a,dev_d1e783943126,sess_42f03ce9057a,198.51.100.111,DE,DE,electronics,debit_card,approved,0.1327,0,,,,
txn_8df644f7d643,2026-08-17T01:44:00+00:00,19.22,USD,marketplace,p2p,purchase,approved,cust_a0b1ea8d7806,merch_8df644f7d643,dev_d1e783943126,sess_8df644f7d643,198.51.100.204,DE,DE,financial_services,bank_account,approved,0.2156,0,,,,
txn_2ed3d0fc7dc0,2026-08-17T02:06:00+00:00,68.24,GBP,marketplace,wallet,purchase,approved,cust_a0b1ea8d7806,merch_2ed3d0fc7dc0,dev_d1e783943126,sess_2ed3d0fc7dc0,198.51.100.52,AE,AE,digital_goods,bank_account,approved,0.0774,0,,,,
txn_ecd7289f56b5,2026-08-17T05:45:00+00:00,27.23,USD,wallet,wallet,purchase,approved,cust_a0b1ea8d7806,merch_ecd7289f56b5,dev_a0b1ea8d7806,sess_ecd7289f56b5,198.51.100.134,US,US,travel,bank_account,approved,0.1269,0,,,,
txn_4d5695146b88,2026-08-17T01:52:00+00:00,8.36,EUR,ecommerce,p2p,purchase,approved,cust_3cd464a39f2b,merch_4d5695146b88,dev_a0b1ea8d7806,sess_4d5695146b88,198.51.100.32,US,US,travel,wallet,approved,0.1285,0,,,,
txn_ab2990e14cf7,2026-08-17T03:58:00+00:00,37.97,EUR,marketplace,card,purchase,approved,cust_3cd464a39f2b,merch_ab2990e14cf7,dev_a0b1ea8d7806,sess_ab2990e14cf7,198.51.100.51,US,US,digital_goods,credit_card,approved,0.2577,0,,,,
txn_d6117e738560,2026-08-17T03:54:00+00:00,10.05,SGD,marketplace,p2p,purchase,approved,cust_3cd464a39f2b,merch_c4a6ee69538d,dev_a0b1ea8d7806,sess_d6117e738560,198.51.100.86,GB,GB,marketplace,credit_card,approved,0.0966,0,,,,
txn_02391a3681ba,2026-08-17T03:10:00+00:00,79.37,USD,mobile_app,wallet,purchase,approved,cust_3cd464a39f2b,merch_202f0e67d841,dev_a0b1ea8d7806,sess_02391a3681ba,198.51.100.239,AE,AE,financial_services,bank_account,approved,0.1722,0,,,,
txn_1780adb80b14,2026-08-17T04:40:00+00:00,22.62,GBP,mobile_app,wallet,purchase,approved,cust_12710bd7258e,merch_d1e783943126,dev_3cd464a39f2b,sess_1780adb80b14,198.51.100.244,US,US,electronics,debit_card,approved,0.1719,0,,,,
txn_0b1092f4c253,2026-08-17T03:51:00+00:00,12.69,GBP,marketplace,wallet,purchase,approved,cust_12710bd7258e,merch_a0b1ea8d7806,dev_3cd464a39f2b,sess_0b1092f4c253,198.51.100.24,IN,IN,digital_goods,wallet,approved,0.2429,0,,,,
txn_4b6bdbc073e8,2026-08-17T05:52:00+00:00,68.97,GBP,ecommerce,wallet,purchase,approved,cust_12710bd7258e,merch_3cd464a39f2b,dev_3cd464a39f2b,sess_4b6bdbc073e8,198.51.100.178,GB,GB,financial_services,debit_card,approved,0.1885,0,,,,
txn_89d9529b3605,2026-08-17T03:50:00+00:00,35.1,EUR,wallet,wallet,purchase,approved,cust_12710bd7258e,merch_12710bd7258e,dev_3cd464a39f2b,sess_89d9529b3605,198.51.100.204,GB,GB,marketplace,debit_card,approved,0.1141,0,,,,
txn_031400b7772d,2026-08-17T08:48:00+00:00,30.58,USD,mobile_app,card,purchase,approved,cust_9f7557ee643b,merch_9f7557ee643b,dev_3cd464a39f2b,sess_031400b7772d,198.51.100.85,US,US,digital_goods,credit_card,approved,0.2152,0,,,,
txn_43c73fe4cffc,2026-08-17T04:10:00+00:00,16.87,INR,mobile_app,wallet,purchase,approved,cust_9f7557ee643b,merch_c6075a5b1c64,dev_12710bd7258e,sess_43c73fe4cffc,198.51.100.3,IN,IN,marketplace,bank_account,approved,0.1261,0,,,,
txn_dc4f815fa44d,2026-08-17T09:58:00+00:00,50.26,EUR,marketplace,card,purchase,approved,cust_9f7557ee643b,merch_0c19e30ac464,dev_12710bd7258e,sess_dc4f815fa44d,198.51.100.115,GB,GB,marketplace,bank_account,approved,0.1515,0,,,,
txn_2cdf8fa59ae4,2026-08-17T07:39:00+00:00,50.86,SGD,mobile_app,p2p,purchase,approved,cust_9f7557ee643b,merch_81376d24f7b6,dev_12710bd7258e,sess_2cdf8fa59ae4,198.51.100.101,DE,DE,travel,debit_card,approved,0.159,0,,,,
txn_ce2f4be2956a,2026-08-17T10:44:00+00:00,31.89,USD,marketplace,p2p,purchase,approved,cust_c6075a5b1c64,merch_451f8b6d47b1,dev_12710bd7258e,sess_ce2f4be2956a,198.51.100.76,DE,DE,digital_goods,debit_card,approved,0.2597,0,,,,
txn_8aef485aa5e6,2026-08-17T06:17:00+00:00,42.17,EUR,ecommerce,p2p,purchase,approved,cust_c6075a5b1c64,merch_a487eff53f55,dev_12710bd7258e,sess_8aef485aa5e6,198.51.100.146,DE,DE,retail,bank_account,approved,0.0493,0,,,,
txn_907612d35828,2026-08-17T11:30:00+00:00,6.45,USD,mobile_app,card,purchase,approved,cust_c6075a5b1c64,merch_42f03ce9057a,dev_9f7557ee643b,sess_907612d35828,198.51.100.143,GB,GB,digital_goods,wallet,approved,0.0535,0,,,,
txn_ae74012b61ac,2026-08-17T07:45:00+00:00,49.86,GBP,marketplace,p2p,purchase,approved,cust_c6075a5b1c64,merch_8df644f7d643,dev_9f7557ee643b,sess_ae74012b61ac,198.51.100.161,AE,AE,digital_goods,wallet,approved,0.2694,0,,,,
txn_b20f5e7fc5fd,2026-08-17T06:56:00+00:00,36.48,INR,wallet,wallet,purchase,approved,cust_0c19e30ac464,merch_2ed3d0fc7dc0,dev_9f7557ee643b,sess_b20f5e7fc5fd,198.51.100.35,DE,DE,financial_services,debit_card,approved,0.1146,0,,,,
