transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_txn_count_1h_prior,device_txn_count_1h_prior,customer_decline_count_24h_prior,customer_amount_mean_prior,customer_amount_deviation_ratio,minutes_since_customer_event,minutes_since_device_event,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,attack_id,scenario_id,simulation_segment,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_d58445bb0cd3,39.06,0.1605,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,52.0,0.0053,97.51,4743.0,0.0608,0.0051,0.1346,0.0276,435.0,1.0,0,,,,,routine_benign,4,6,4,1,0,1,1,5,3,0
txn_909a56b4acdb,41.26,0.2472,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,39.06,0.0563,17.0,17.0,52.0,0.0053,97.51,1146.0,0.0335,0.0116,0.2473,0.0276,435.0,1.0,0,,,,,routine_benign,3,10,4,1,0,1,1,4,1,0
txn_754b6b44764b,321.54,0.4143,0,1,3.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,30.3033,9.6107,25.0,2.0,52.0,0.0053,97.51,1102.0,0.0133,0.0058,0.0425,0.0276,435.0,1.0,0,,,,,atypical_benign,2,4,1,1,1,5,2,1,1,2
txn_9b476c04e751,10.59,0.3645,0,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,40.16,0.7363,4.0,4.0,52.0,0.0053,97.51,3776.0,0.0463,0.0038,0.1835,0.0276,435.0,1.0,0,,,,,atypical_benign,2,8,3,1,0,4,4,0,0,0
txn_df59a780e260,47.61,0.0357,0,0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1440.0,23.0,491.0,0.0414,236.45,1849.0,0.0424,0.0034,0.2328,0.0276,435.0,1.0,0,,,,,routine_benign,0,10,4,1,0,4,4,1,3,0
txn_25722f93497d,23.42,0.1307,1,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,28.69,0.1837,28.0,28.0,491.0,0.0414,236.45,1938.0,0.0635,0.0012,0.1556,0.0302,849.0,0.0,0,,,,,routine_benign,4,10,1,1,0,5,5,1,3,0
txn_de780ac3df28,9.77,0.1656,1,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.61,0.7948,28.0,32.0,491.0,0.0414,236.45,4568.0,0.0723,0.0114,0.0246,0.0302,849.0,0.0,0,,,,,routine_benign,2,8,3,1,0,1,1,4,1,0
txn_79b450855389,41.63,0.3413,2,0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,26.9333,0.5457,75.0,4.0,491.0,0.0414,236.45,2614.0,0.0637,0.0014,0.3201,0.0302,849.0,0.0,0,,,,,routine_benign,4,8,4,1,0,3,3,2,2,0
txn_619300290f2b,31.17,0.5084,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,2296.0,0.0462,99.74,1044.0,0.0549,0.0029,0.2691,0.0302,849.0,0.0,0,,,,,atypical_benign,2,4,3,1,0,3,3,4,2,0
txn_199e1dff1473,6.02,0.2736,2,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,34.5467,0.8257,61.0,71.0,2296.0,0.0462,99.74,1528.0,0.0595,0.0014,0.1608,0.0302,849.0,0.0,0,,,,,routine_benign,1,8,4,1,0,3,3,1,3,0
txn_05e1734386c7,52.74,0.2034,1,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,25.45,1.0723,66.0,19.0,2296.0,0.0462,99.74,2192.0,0.003,0.0089,0.2437,0.1989,1479.0,0.0,0,,,,,routine_benign,3,8,1,1,0,0,0,0,2,0
txn_bcd8cc8a4dfe,19.73,0.4864,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.17,0.367,4.0,1440.0,2296.0,0.0462,99.74,586.0,0.0183,0.0123,0.3253,0.1989,1479.0,0.0,0,,,,,atypical_benign,4,10,4,1,1,4,4,4,1,2
txn_cd40dbbd346c,46.94,0.4514,4,0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,24.88,0.8867,56.0,56.0,329.0,0.0752,32.79,4571.0,0.0603,0.0051,0.169,0.1989,1479.0,0.0,0,,,,,atypical_benign,1,10,3,1,0,1,1,4,3,0
txn_28abba5904f6,9.57,0.1244,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1440.0,47.0,329.0,0.0752,32.79,4014.0,0.0174,0.0076,0.0876,0.1989,1479.0,0.0,0,,,,,routine_benign,0,4,4,1,0,1,1,4,1,0
txn_60d50df210bc,40.19,0.3192,3,1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.57,3.1996,105.0,86.0,329.0,0.0752,32.79,3280.0,0.0502,0.0072,0.1118,0.1989,1479.0,0.0,0,,,,,atypical_benign,3,6,4,1,1,5,2,5,1,2
txn_1652c66c3c15,37.7,0.201,5,0,3.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,32.2333,0.1696,93.0,21.0,329.0,0.0752,32.79,3460.0,0.0151,0.0137,0.0284,0.0879,780.0,0.0,0,,,,,routine_benign,0,4,4,1,0,2,2,0,3,0
txn_8e632c6f8ad3,33.4,0.5341,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,2325.0,0.0743,115.68,285.0,0.0355,0.0123,0.1461,0.0879,780.0,0.0,0,,,,,atypical_benign,3,4,1,1,0,0,0,2,1,0
txn_6a64e01b2112,70.27,0.2332,5,0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,28.585,1.4583,21.0,21.0,2325.0,0.0743,115.68,894.0,0.0578,0.0015,0.2688,0.0879,780.0,0.0,0,,,,,routine_benign,4,8,4,1,0,3,3,5,2,0
txn_f54ac94689a2,64.91,0.1813,5,1,3.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,42.48,0.528,18.0,18.0,2325.0,0.0743,115.68,4743.0,0.0608,0.0051,0.1346,0.0879,780.0,0.0,0,,,,,atypical_benign,2,6,3,1,0,1,4,6,1,0
txn_081ec8a6e264,23.77,0.1216,4,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.4,0.2883,93.0,93.0,2325.0,0.0743,115.68,1146.0,0.0335,0.0116,0.2473,0.0879,780.0,0.0,0,,,,,routine_benign,3,6,3,1,0,5,5,5,2,0
txn_46e83dccfaac,130.9,0.4237,6,0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,29.165,3.4883,116.0,44.0,2725.0,0.0454,132.76,1102.0,0.0133,0.0058,0.0425,0.2245,1097.0,0.0,0,,,,,atypical_benign,0,6,1,1,1,5,5,0,1,2
