customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_d58445bb0cd3,18-25,2602,52,DE,outlook.com,mobile,high,97.51,59.46,0.0053
cust_909a56b4acdb,51-65,1111,491,SG,outlook.com,mobile,medium,236.45,30.05,0.0414
cust_754b6b44764b,18-25,156,2296,IN,company.example,mobile,medium,99.74,42.06,0.0462
cust_9b476c04e751,18-25,1690,329,DE,company.example,mobile,medium,32.79,20.95,0.0752
cust_df59a780e260,36-50,1582,2325,AE,outlook.com,mobile,high,115.68,17.98,0.0743
cust_25722f93497d,18-25,755,2725,US,gmail.com,mobile,high,132.76,5.48,0.0454
cust_de780ac3df28,36-50,1517,2659,IN,gmail.com,mobile,high,270.52,34.55,0.0033
cust_79b450855389,51-65,2136,860,GB,company.example,mobile,medium,27.46,21.66,0.0669
cust_619300290f2b,51-65,2873,2097,US,outlook.com,mobile,high,204.1,26.18,0.0729
cust_199e1dff1473,18-25,2463,137,US,outlook.com,mobile,high,235.48,30.49,0.0099
cust_05e1734386c7,26-35,301,1463,GB,gmail.com,mobile,high,163.04,47.23,0.0261
cust_bcd8cc8a4dfe,26-35,1182,728,GB,company.example,mobile,medium,87.18,9.9,0.0283
cust_cd40dbbd346c,36-50,865,1333,US,company.example,mobile,medium,34.43,41.22,0.055
cust_28abba5904f6,36-50,1779,2655,SG,outlook.com,mobile,medium,97.86,33.29,0.04
cust_60d50df210bc,51-65,1532,1352,AE,gmail.com,mobile,medium,124.78,15.03,0.022
cust_1652c66c3c15,36-50,2224,1798,US,gmail.com,mobile,medium,232.09,27.48,0.0415
cust_8e632c6f8ad3,26-35,1121,1002,SG,outlook.com,mobile,medium,30.01,56.62,0.0197
cust_6a64e01b2112,36-50,864,1771,AE,outlook.com,mobile,medium,187.18,53.02,0.0478
cust_f54ac94689a2,26-35,837,455,GB,gmail.com,mobile,high,98.53,34.3,0.0176
cust_081ec8a6e264,51-65,60,1896,DE,outlook.com,mobile,high,272.69,16.36,0.012
cust_46e83dccfaac,26-35,1422,1899,AE,outlook.com,mobile,medium,235.98,23.38,0.0404
cust_b2225a920c8d,51-65,1705,740,US,company.example,mobile,high,223.52,30.13,0.0616
cust_47cf84229a6e,51-65,411,184,GB,company.example,mobile,medium,128.27,31.6,0.0556
cust_2139d9483d8a,51-65,2943,2098,SG,gmail.com,mobile,high,126.95,17.99,0.0728
cust_d9ee53d23fcf,18-25,91,2657,SG,gmail.com,mobile,medium,251.01,28.08,0.0296
cust_50fa4550a10f,36-50,1374,982,US,gmail.com,mobile,medium,59.43,54.44,0.0643
cust_3bb3c48c818e,36-50,1644,2517,IN,company.example,mobile,medium,256.33,57.3,0.0078
cust_9a21a6a2d061,26-35,1460,1878,US,company.example,mobile,high,114.87,61.29,0.0005
cust_d061606d6bb2,26-35,2176,2365,AE,gmail.com,mobile,medium,247.25,50.41,0.023
cust_7a7049e2d1b8,36-50,2160,1464,IN,outlook.com,mobile,medium,217.67,9.36,0.0743
cust_1bf2c1c629ec,18-25,2682,2698,SG,outlook.com,mobile,high,34.59,15.04,0.0676
