merchant_id,merchant_category,merchant_age_days,country,payout_account_age_days,refund_rate,chargeback_rate,average_ticket_size,volume_growth_rate,risk_tier
merch_f5142e8ab368,retail,1761,US,236,0.0243,0.0052,226.87,0.066,low
merch_10449be37726,electronics,1599,AE,826,0.0738,0.0026,62.44,0.1809,medium
merch_26d576d350fd,financial_services,936,GB,618,0.0198,0.0118,222.82,0.0269,medium
merch_1e336c972dc2,marketplace,983,GB,2597,0.0033,0.0042,158.62,0.3208,low
merch_379e585fbbf9,retail,1962,AE,1467,0.0102,0.0077,119.07,0.2298,low
merch_4e6870abfd29,financial_services,1838,DE,2580,0.0263,0.0084,184.64,0.0979,low
merch_c206a31ff7e0,gift_cards,4546,SG,1589,0.0468,0.0064,196.14,0.1401,medium
merch_f1e98d17caf5,travel,174,AE,2085,0.0307,0.0109,153.08,0.0235,medium
merch_2f98a4660c29,digital_goods,586,GB,2061,0.0254,0.011,220.98,0.2833,medium
merch_ecc107c778b7,gift_cards,4262,GB,2749,0.0649,0.0077,72.41,0.2657,medium
merch_34ac9ef571e6,retail,1003,IN,825,0.0577,0.0049,208.43,0.1719,medium
merch_59a2fe596426,digital_goods,2775,AE,1808,0.025,0.0097,69.47,0.1734,low
merch_56d0609fa109,gift_cards,3942,SG,2860,0.076,0.0025,169.47,0.0486,medium
merch_4567c4cde7b7,marketplace,1181,AE,1114,0.0215,0.0061,118.84,0.2735,low
merch_917948913213,retail,4557,IN,1298,0.0435,0.0062,82.67,0.1021,low
merch_5a748823564c,retail,4951,US,1784,0.0131,0.002,144.6,0.3476,medium
merch_ba500d83f947,electronics,349,US,817,0.0495,0.0138,186.94,0.1588,medium
merch_247601281e67,electronics,3096,DE,396,0.0229,0.0005,101.01,0.1666,medium
merch_98652794d0c5,digital_goods,439,US,121,0.1313,0.0031,135.33,0.5974,high
merch_aa1bdce34b55,marketplace,17,AE,7,0.2145,0.0442,458.08,0.8161,low
merch_5243233c5946,electronics,125,AE,81,0.0827,0.0511,362.78,1.2488,high
merch_de23196a7ab1,electronics,1165,DE,722,0.2258,0.0063,177.52,1.3886,low
merch_05657ee44c8e,electronics,442,US,342,0.0425,0.0736,326.11,1.3802,low
merch_0d42ff7b178b,digital_goods,779,US,242,0.2417,0.039,337.08,1.3478,medium
merch_9f2c270ff25c,gift_cards,141,IN,39,0.1328,0.0682,109.85,0.2459,low
merch_bb5f7019dc52,financial_services,54,AE,15,0.224,0.0236,235.29,0.072,high
merch_bc55631047d1,retail,1301,US,1150,0.0866,0.0159,583.98,0.4248,high
merch_ca4b24fb5238,financial_services,874,AE,527,0.1507,0.0295,598.1,0.651,low
merch_f1f3b223d11e,marketplace,614,GB,277,0.0103,0.044,274.01,0.2399,low
merch_c9c9852cbc5a,gift_cards,204,GB,142,0.0726,0.0597,118.16,0.783,medium
merch_0f9a975bf07e,marketplace,1587,DE,413,0.129,0.0642,282.65,0.1161,medium
merch_51e7e12febed,digital_goods,889,SG,473,0.1031,0.0331,437.08,0.9608,high
merch_dfff099a0b5a,digital_goods,429,IN,51,0.1475,0.0053,357.56,0.2534,high
merch_65a75315ddf1,electronics,392,DE,91,0.229,0.0305,250.95,0.2135,high
merch_e24b8ad8a7ee,marketplace,368,AE,160,0.2192,0.0093,304.0,0.5564,low
merch_de7042d10a23,marketplace,894,SG,666,0.1387,0.0611,442.6,0.7597,high
merch_2ba8323f1861,electronics,107,IN,24,0.0211,0.0515,541.71,0.7083,high
merch_e18f2c1bdfea,travel,668,GB,404,0.2245,0.0554,388.17,0.5755,medium
merch_6103eb5e3f08,financial_services,484,DE,115,0.0395,0.0383,320.86,0.8679,medium
merch_390e4af8327f,financial_services,425,DE,147,0.1891,0.0057,403.75,1.2063,low
merch_aea7a0985250,financial_services,311,DE,274,0.0292,0.0339,134.99,0.0768,medium
merch_61af69927857,financial_services,608,IN,96,0.1446,0.0219,400.29,0.8016,low
merch_bf803dfe8309,financial_services,232,AE,47,0.1982,0.0065,230.76,0.2708,high
