transaction_id,fraud_score,prediction,ml_fraud_score,ml_prediction,decision_engine,llm_reviewed,llm_provider,llm_semantic_risk_score,llm_novelty_score,llm_recommendation,llm_rationale,llm_risk_indicators,llm_fallback,label,attack_bucket,attack_subtype,reason_codes
txn_c69b3c0dd735,0.2900485526242281,1,0.290049,1,ml_only,0,,,,,,,,0,,,IP velocity lowers risk;session velocity lowers risk;customer payment cadence raises risk
txn_8c065a432bab,0.3366685456122412,1,0.336669,1,ml_only,0,,,,,,,,0,,,IP velocity lowers risk;session velocity lowers risk;customer payment cadence raises risk
txn_7af254e2734b,0.331947215714711,1,0.331947,1,ml_only,0,,,,,,,,0,,,session velocity lowers risk;customer one-hour velocity lowers risk;customer payment cadence raises risk
txn_800538db5f19,0.5197262734716042,1,0.519726,1,ml_only,0,,,,,,,,0,,,session velocity lowers risk;customer one-hour velocity lowers risk;merchant_category_code raises risk
txn_a59d36a60f81,0.4311869531936656,1,0.431187,1,ml_only,0,,,,,,,,0,,,session velocity lowers risk;IP velocity lowers risk;customer one-hour velocity lowers risk
txn_e058543479c0,0.293467,1,0.269238,0,hybrid_ml_llm,1,local_lmstudio,0.35,0.45,allow,"The transaction exhibits low-risk characteristics including customer velocity patterns and session activity, but the device IP reputation score (0.1273) suggests potential compromise. The fraud score (0.269) remains below threshold despite these indicators.",low device IP reputation;moderate transaction amount,,0,,,session velocity lowers risk;customer one-hour velocity lowers risk;customer velocity lowers risk
txn_3e5f49b1ef69,0.1100193092538591,0,0.110019,0,ml_only,0,,,,,,,,1,credential_based_fraud,card_testing,customer payment cadence lowers risk;IP velocity lowers risk;session velocity lowers risk
txn_1f7aedc6a14c,0.17145262160319355,0,0.171453,0,ml_only,0,,,,,,,,1,credential_based_fraud,card_not_present,amount deviation from customer history lowers risk;high generated risk score raises risk;IP velocity lowers risk
txn_212b36bfaa14,0.22162666658078112,0,0.221627,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;customer payment cadence lowers risk;customer decline history raises risk
txn_69605cc2d2ec,0.03457622737328181,0,0.034576,0,ml_only,0,,,,,,,,1,credential_based_fraud,credential_stuffing,customer payment cadence lowers risk;IP velocity lowers risk;session velocity lowers risk
txn_01c5630e227f,0.24034408094789952,0,0.240344,0,ml_only,0,,,,,,,,1,credential_based_fraud,credential_stuffing,IP velocity lowers risk;device activity cadence lowers risk;customer payment cadence raises risk
txn_af774f5189e1,0.2008230538399621,0,0.200823,0,ml_only,0,,,,,,,,1,identity_onboarding_fraud,mule_account_creation,customer payment cadence lowers risk;customer decline history raises risk;merchant chargeback behavior raises risk
txn_1d18f6a41dd5,0.10020984240187372,0,0.10021,0,ml_only,0,,,,,,,,1,identity_onboarding_fraud,stolen_identity_signup,customer payment cadence lowers risk;session velocity lowers risk;device activity cadence lowers risk
txn_682218f258c3,0.10189989702080937,0,0.1019,0,ml_only,0,,,,,,,,1,identity_onboarding_fraud,synthetic_identity,customer payment cadence lowers risk;session velocity lowers risk;device activity cadence lowers risk
txn_aa9fe97c512c,0.026097206924335932,0,0.026097,0,ml_only,0,,,,,,,,1,merchant_ecosystem_abuse,bust_out_merchant,customer payment cadence lowers risk;IP velocity lowers risk;merchant age lowers risk
txn_98587f09c06a,0.09709243870600447,0,0.097092,0,ml_only,0,,,,,,,,1,merchant_ecosystem_abuse,mule_laundering,transaction_type_code raises risk;customer payment cadence lowers risk;IP velocity lowers risk
txn_b0ece5fa3599,0.046757357105125165,0,0.046757,0,ml_only,0,,,,,,,,1,merchant_ecosystem_abuse,triangulation_fraud,customer payment cadence lowers risk;IP velocity lowers risk;session velocity lowers risk
txn_0a5d65e3b956,0.0832653118109206,0,0.083265,0,ml_only,0,,,,,,,,1,post_transaction_abuse,chargeback_fraud,customer payment cadence lowers risk;transaction_type_code raises risk;high generated risk score lowers risk
txn_8e53d9278817,0.11413158070356956,0,0.114132,0,ml_only,0,,,,,,,,1,post_transaction_abuse,return_policy_abuse,customer payment cadence lowers risk;transaction_type_code raises risk;IP velocity lowers risk
txn_9f8359313748,0.05019907380757711,0,0.050199,0,ml_only,0,,,,,,,,1,social_engineering_payment_fraud,ai_impersonation,customer payment cadence lowers risk;IP velocity raises risk;high generated risk score lowers risk
txn_8934083b69e4,0.1760187180298049,0,0.176019,0,ml_only,0,,,,,,,,1,social_engineering_payment_fraud,business_email_compromise,unusual amount raises risk;customer payment cadence lowers risk;IP velocity lowers risk
txn_68f6d07f4c51,0.021589238061215456,0,0.021589,0,ml_only,0,,,,,,,,1,social_engineering_payment_fraud,executive_impersonation,customer payment cadence lowers risk;unusual amount raises risk;merchant age lowers risk
