device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_f7006a27825f,sess_f7006a27825f,Safari,iOS,tablet,GB,0.1357,379,1062,0
dev_ea70572cbfcd,sess_4e278b64819e,Edge,iOS,desktop,DE,0.008,205,1450,1
dev_19953660094d,sess_eae8fb9aa179,Edge,Android,tablet,SG,0.0335,183,533,0
dev_3224fc12eb71,sess_831e7b331df5,Firefox,iOS,desktop,DE,0.0809,156,681,1
dev_0159001eb6b9,sess_f744d654ff85,Chrome,iOS,tablet,GB,0.0657,1306,941,0
dev_4e278b64819e,sess_51e7b8bad582,Chrome,iOS,desktop,IN,0.0179,1412,466,1
dev_db79c1c9230b,sess_b899e868b263,Safari,Android,desktop,DE,0.1356,786,477,1
dev_b8ffc7581114,sess_6de999fa69c3,Chrome,iOS,mobile,SG,0.0385,495,1035,0
dev_75da955712dd,sess_e9b80ed8855b,Safari,iOS,tablet,IN,0.0482,1118,605,0
dev_27f5627dfa11,sess_3b41a55f449b,Edge,macOS,tablet,SG,0.2344,205,1776,1
dev_eae8fb9aa179,sess_a5439fdab514,Firefox,macOS,tablet,US,0.2067,721,194,1
dev_8a7e7817bb1e,sess_b85b8e1158b6,Edge,iOS,desktop,DE,0.1735,170,1221,1
dev_68a18240dafd,sess_cf270484f1ce,Edge,Android,mobile,GB,0.0586,928,1098,0
dev_f9469ea7b69e,sess_a2a0514ed7a4,Safari,Windows,tablet,IN,0.0942,396,1408,0
dev_ac327ec2d34a,sess_ed4c4c03cff5,Firefox,macOS,mobile,SG,0.0501,1067,1689,0
dev_831e7b331df5,sess_9d3266acc0bc,Firefox,Android,tablet,GB,0.0995,1117,808,1
dev_858a5a1f9bb5,sess_c5cbd8f24135,Edge,iOS,desktop,US,0.0309,1114,1628,1
dev_eede2ac4420d,sess_fb6939eba6c7,Safari,Android,mobile,IN,0.0541,1109,200,1
dev_07b0720bb2f5,sess_ab2f6f9fb8b4,Safari,macOS,mobile,GB,0.2128,1284,688,1
dev_3eb38a011bc8,sess_aea02585f813,Firefox,Android,mobile,GB,0.0441,241,978,1
dev_a44877acfb4f,sess_8516df10a562,Edge,Windows,desktop,IN,0.1064,1494,749,0
dev_0d3b3a7fbde7,sess_de0aec9e41ae,Edge,macOS,mobile,SG,0.7624,56,84,4
dev_923f0e3cd44e,sess_1c5ba03814ed,Safari,Android,desktop,IN,0.0512,653,416,0
dev_234713875081,sess_524d64ac825a,Chrome,Linux,desktop,GB,0.1566,597,774,0
dev_7adea3f8a486,sess_51b4d990a663,Chrome,Linux,desktop,US,0.9037,36,299,0
dev_b9107382fac7,sess_1d1f53c49785,Chrome,Windows,mobile,AE,0.1972,1441,109,1
dev_d50872613e1b,sess_58854a3bae2b,Safari,macOS,desktop,SG,0.3952,45,560,1
dev_ef4dcdd006e8,sess_16e59b9a1994,Safari,Linux,desktop,DE,0.0814,237,676,1
dev_91edd7d468e1,sess_1c1c91026aa5,Safari,Windows,tablet,US,0.2497,608,546,1
dev_7024785b7253,sess_eeb0bb410d67,Edge,Android,tablet,IN,0.2256,358,648,0
dev_0e5163ccedd4,sess_0b2956feb789,Safari,iOS,desktop,GB,0.2402,42,320,4
dev_271e51c76f29,sess_5f43c4e25d5f,Firefox,iOS,tablet,GB,0.4358,37,415,1
dev_6a0fc2e01942,sess_f7780ede8233,Chrome,Android,tablet,GB,0.199,1389,634,1
dev_15130fb11ba5,sess_b01128f7a522,Safari,macOS,tablet,AE,0.6225,44,136,2
dev_791f0b6b7246,sess_a9f5068b53c7,Chrome,iOS,desktop,AE,0.0673,621,879,1
dev_212ccb132ec0,sess_9ea600c1a637,Chrome,Linux,desktop,US,0.1971,685,275,0
dev_ef026c7af43e,sess_2bf2ae00b1a2,Safari,Android,tablet,SG,0.1247,307,655,0
dev_a1bed92d6399,sess_4b2f9d4476c9,Chrome,Linux,tablet,US,0.1224,1468,641,1
dev_f4c7eb7d8812,sess_bfa7510415e4,Firefox,iOS,desktop,US,0.0212,403,898,0
dev_3feaff21a4ff,sess_6d8d298e5cff,Firefox,iOS,desktop,AE,0.1885,1288,169,1
dev_253f994a9770,sess_8003e8103f80,Firefox,macOS,desktop,IN,0.225,158,735,1
dev_95c11643da3c,sess_354a63254197,Chrome,Windows,tablet,GB,0.0696,768,81,0
dev_c4fa96d41ad4,sess_79471e41d73b,Firefox,macOS,desktop,GB,0.1775,375,658,1
dev_47c957fc05d6,sess_f102f2f06c49,Firefox,Windows,mobile,SG,0.1114,311,540,1
dev_1e1f45dbc1f2,sess_41e72ae328a1,Firefox,Windows,desktop,AE,0.0216,319,429,0
