attack_instance_id,scenario_id,attack_id,bucket,subtype,scenario_seed,attack_intensity,stealth_level,time_window_hours,generated_record_ids
atk_39bef48ea8ed,scn_f64a78dd7708,cred_card_testing_001__evaluation_elevated,credential_based_fraud,card_testing,202,0.7046,0.6619,10,"txn_8516df10a562,txn_5702545421ad,txn_ce53a392498e,txn_4e885828a7e4,txn_a6586393f0f1,txn_9646206de4e3,txn_fb816528d499,txn_2e5842e2072a,txn_823c7cd7e588,txn_4b19701f7cd1,txn_7a600964b826,txn_4614a546b1a3,txn_f938e25156e4,txn_2b35a0824616,txn_1989a0515136,txn_e45f6b490aee,txn_6968010b230a,txn_4cbd05868732,txn_a9929d4d8e6a,txn_39ce4badbf14,txn_841672980516,txn_80d12e3a0c9e,txn_e87abdd5de30,txn_4a4eab5931b8,txn_1aaa4911b744,txn_97f695829173,txn_85d73eafa710,txn_616174f392cf,txn_e515db8652c5,txn_71d7da0efa05,txn_4602813d7eef,txn_da4843792b5e,txn_12d278614dba,txn_298babe763ad,txn_f8c02fe8fbcb,txn_d7e35ba5fffb,txn_7687e1febff5,txn_179d94122c2f,txn_399946e0b1c6,txn_086017261676,txn_0e05627c9dd4,txn_10cc68d2bfc2,txn_cadb22acf6f1,txn_f88fdbe80485,txn_36d7a773c80c,txn_e9412b9bcab8,txn_e6c448eaaff9,txn_917c1815d3a9,txn_dccb95f8d320,txn_70714a2b1097,txn_c35a58ccf4d3,txn_f23acb246d86,txn_dd971328fb21,txn_cd7204b94a8f,txn_78a7013aaeb7,txn_48a3b322087c,txn_39817976c6a3,txn_442a7a214063,txn_37ea5e240c0d,txn_8fa5bb356e87,txn_58e6865c1cf7,txn_334fbde350c8,txn_75a1e28ee581,txn_4815dde354ac,txn_6c100c3a2dea,txn_4a2a0002d352,txn_469ec435d9eb,txn_499a30e3943f,txn_91ed7d78d113,txn_7142349fd219,txn_f5e7d2409d71,txn_91d149da537f,txn_0d713ea7858d,txn_56d5b20ec6c4,txn_8aea283a636c,txn_9571bc473e2f,txn_f9a7caf6b387,txn_0b4c83d60312,txn_a0d179199e3d,txn_ff9ff0332a96,txn_6bc01840aa3a,txn_f78c0bf3a4dc,txn_85747821894c,txn_c2f4890ee819,txn_dd63ced83dff,txn_543cf5470d74,txn_36700b404f8f,txn_2c8b4a4f1c8e,txn_cadc88c00a86,txn_eaedd1948b52,txn_1a777323e7cf,txn_9bf2650d48b0,txn_099f7e46bda1,txn_41e19dd30730,txn_9e8f9970c24b,txn_e13a3b7be230,txn_313d9ba130ee,txn_3560850375a1,txn_548c92d81b1c,txn_5f9c2ce8f26b,txn_0466f76a5945,txn_d31dd5fa0fd1,txn_daf29d11bc88,txn_076d88899e8d,txn_476aa6572e69,txn_ae57dc662e54,txn_084264402222,txn_8ce93e7d3935,txn_6c1660f9d9bd,txn_6d3ea8617516"
atk_65fca8a09a67,scn_abc696b46e8e,cred_cnp_001__evaluation_elevated,credential_based_fraud,card_not_present,203,0.8132,0.5163,3,"txn_de0aec9e41ae,txn_2ff27e1dc3b1,txn_bfcfb27e167c,txn_2935a2dc0298,txn_6c71773661c9,txn_777ae35d0d51,txn_52adacd1df63,txn_18a425f95c16,txn_4b691ba3ac1c,txn_8776a238d6ea,txn_335f99d1c3e5,txn_9d0200b58fe7,txn_b5a4c0ddb7f5,txn_028e5319eb94,txn_614890b8967b,txn_707dfe57d42a,txn_cf7172ccccc5,txn_61112b8e86aa,txn_4b19a7fcd3d8,txn_40624147257e,txn_ad16f9b40404,txn_50a822565218,txn_751ec4368c51,txn_94e16033b551,txn_f270eb8a41e2"
atk_45960d25df52,scn_6cdd7d901d5e,cred_consumer_ato_001__evaluation_elevated,credential_based_fraud,consumer_account_takeover,204,0.397,0.6888,18,"txn_1c5ba03814ed,txn_eb842fe28f9c,txn_bdf28dccd5cf,txn_0d2a9686dd2f,txn_f737f887c9d2,txn_3e6802e52f15,txn_1d119cf1576f,txn_ad1026acdbe9,txn_2c15f490154e"
atk_5fbdd0056ad9,scn_d70b5a8f1c28,cred_merchant_admin_ato_001__evaluation_elevated,credential_based_fraud,merchant_admin_takeover,205,0.7485,0.7538,13,"txn_524d64ac825a,txn_5be333d9baa8,txn_82cba7cc1da3,txn_e649ec8e8846,txn_c89b29b354e1,txn_9009571fe6cc"
atk_09b9ba7c2d3e,scn_3e454dd149be,cred_stuffing_001__evaluation_elevated,credential_based_fraud,credential_stuffing,206,0.5178,0.2848,8,"txn_51b4d990a663,txn_1a3f67e6dcb4,txn_9a7fb11eb9dd,txn_0c7625d638cc,txn_2f9d3175ab39,txn_597fad51a859,txn_23d658f28653,txn_0f868e05dd16,txn_2d731a9a56f9,txn_757968c3adf9,txn_4fd47f6f68cf,txn_eb45f799a675,txn_539b9f173ae2,txn_a927398de9b0,txn_762d7569bbfa,txn_9feacf767753,txn_bbf192c814ee,txn_25e88d0cf411,txn_a1a7a7df0458,txn_7eb017991dc0,txn_ceff12a43596,txn_fb1a704c38f0,txn_de9a8892d09e,txn_a3fabe50ebad,txn_3a9b89e17a18,txn_a5b67d54054b,txn_a6454820ab66,txn_d0d1c5427fe9,txn_904f3816cb94,txn_e2149aa3866c,txn_beeda0d96b49,txn_2318f87866a7,txn_0c52d5629dbd,txn_8a8958559c57,txn_ccb00b59ef23,txn_27fa86bd7b51,txn_55fed4dd69f1,txn_da7dbc688aeb,txn_3866a85443bd,txn_9a1b3e0ce683,txn_13d503d70ace,txn_ba1fedc823aa,txn_e3257df62d3c,txn_abb882da2c69,txn_568f468bbdcd,txn_7812cbe75f68,txn_7b798fca0ffd,txn_6a1c66f5e1f5,txn_4506c9f426f4,txn_1cad9b64090f,txn_ee5c0091d44c,txn_1482766df34a,txn_3af30a9dbf95,txn_90bd5c000f18,txn_a7a330ab24e9,txn_5afaf4082791,txn_86e5cabd2e2b,txn_6a88ce0fbffb,txn_73681bb390a5,txn_e83f61ebf7f3,txn_9cb7053a17b8,txn_a4241be9412d,txn_59f2441aec41,txn_13a162f40cfb,txn_94cea37a3294,txn_93c1e1a28946,txn_296f8f6df46e,txn_5aa76bdf607f,txn_73541e2505bf,txn_80dbf48cefa5,txn_3428abfea53b,txn_602ad3b5e084,txn_11c206f8028b,txn_be8b1a74a5c1,txn_da4260f51040,txn_673579c43057,txn_0fd5d9415625,txn_84618dbecda4,txn_7de009a7f20f,txn_c06e69e4ea4f,txn_5b44be5c076b,txn_d4a00f05c992,txn_651c76a8a8f4,txn_d356187abd4f,txn_b3e6958d5f4b,txn_0359119e90fd,txn_3de91dfa52bf,txn_6d002f991995,txn_51348c8798bf,txn_a858935d8ab1,txn_a2afc3d52320,txn_32fb41e793cb,txn_9180df3a94ff,txn_fc5475e03e37,txn_d89c4d4f0023,txn_007a62dd1b99,txn_c0db7a5fff0c,txn_6ac9c31cfd84,txn_da49255fc87f,txn_f37cc772f8c8,txn_e40be655334c,txn_82fb186cb5c4,txn_a4e3b7ad1196,txn_c3d832d115ee,txn_719fcedcb46a,txn_24895e8fc1af,txn_00fcbdcc407e,txn_75d3ecf2e212,txn_b2393769f24a,txn_bd54da4014a6,txn_9b601aacb360,txn_dba156ce5ebd,txn_c11a6fd81de4,txn_9a7806af6394,txn_8699c480dd4b,txn_5a3d078d90f0,txn_ba04cecdf608,txn_5c92ac736b10,txn_2d8fa89ba352,txn_896326c4ec9e,txn_eb34f164d544,txn_cc7d1027f12b,txn_8888943f8053,txn_f50a9a2701e6,txn_67c639b301e4,txn_ae1c99708b3e,txn_7c09fad36984,txn_87a5ca13fa09,txn_7181f06ec267,txn_408eb62ed39b,txn_782b796b37bc,txn_9a93e3c39ed3,txn_16a4ccf0d0fd,txn_d590ea24d2cc,txn_fccdebddb107,txn_e10064987a21,txn_21ee84c57a96,txn_9d2311d1337d,txn_5eb0b21de905,txn_9bdb109aa6d0,txn_1b0363eb3e09,txn_698a14f9f955,txn_3975a6bfc0f1,txn_647c5d353d9c,txn_737b83ea1255,txn_d592508cae6d,txn_2a78661badb0,txn_1d0c887b54ce,txn_d1161777c44f,txn_36af71172139,txn_2e26082c3149,txn_72485d3f4f4e,txn_6a3eb9e4814e,txn_a70da008b603,txn_7898395a17ee,txn_178d102c803d,txn_7caa7238ce5f,txn_81633e03e456,txn_56511154916a,txn_1cc70dc0d9ae,txn_1fb18f491efb,txn_a0469586e46f,txn_14d75e8b70ca,txn_7d2eb5b7a53c,txn_db3d65306eed,txn_8674f6e9bb67,txn_56fe251e241f,txn_8d6f324ceaa8,txn_fb625fb86231,txn_577770e62854,txn_a8ae21438428,txn_b6a5e38bc03c,txn_d3cac536512a,txn_b1ae0f9a1433,txn_fc5703af1a58,txn_7bea050dac66,txn_6ceb3508b01d,txn_341dce27d73b,txn_fbea32698a4e,txn_f9fcc24593e6,txn_3303d43542cb,txn_357ae51693f8,txn_1b01df5f8ff4,txn_b1ea835b1ecc,txn_844580e4cd86,txn_e9b5f8b15288,txn_527af325cdae,txn_fe40df445bf4,txn_0059236e3600,txn_bc5a8b184ed5,txn_677c09a5d0d2,txn_e72aa8fc3e5b,txn_3618dc2a7e10,txn_56fe76980ea6,txn_f60c762bb374,txn_a3ec54fd3413,txn_c6aa37bda354,txn_e86719ebea1c,txn_030c099983d7,txn_992b20c8a569,txn_7cf79561daa4,txn_4900640d8954,txn_e4b8f693584b,txn_dee0dc4ecd7b,txn_8f737b54c8fa,txn_ca4869fa234f,txn_68181df5b06c,txn_f41db857190f,txn_e6d859b97f08,txn_b43978b2da1e,txn_ad15332cced3,txn_ac7932e1106d"
atk_2f488fbdfad3,scn_c51ef28aa9d2,identity_fraud_merchant_001__evaluation_elevated,identity_onboarding_fraud,fraudulent_merchant_onboarding,207,0.718,0.7324,61,"txn_1d1f53c49785,txn_e89d24fa6cb3,txn_2438f4022abd,txn_1283347f811d,txn_b85c6f546f05,txn_5a490837e371,txn_e2aaa62ae28b,txn_8e8766c01194,txn_4d916f7e7c4b,txn_d8ae2f183366,txn_c11ec4e75247,txn_a18e8542d223,txn_058cd8035f1e,txn_3ff40fa7707c,txn_5c72a60c005a,txn_48cb5fe3b932,txn_b9e72dc7a79f,txn_057b502fecb6,txn_43e7d4e7631a,txn_deb6d5743e70,txn_bbefdcf85bcf,txn_9e6e54d75725,txn_6ff826ac433a,txn_d5026782511f,txn_ad917e5ac718,txn_d8a6ab175942,txn_a273e2fd4c98,txn_e0fc6d4e2776,txn_09aafb053295,txn_9c7b09a18dad,txn_ae7221e24584,txn_99cd706b6bb3,txn_b78d83e4ad35,txn_ea6eeb8c1162"
atk_d02ad809dc21,scn_1380b55cccb5,identity_mule_account_001__evaluation_elevated,identity_onboarding_fraud,mule_account_creation,208,0.7793,0.6056,79,"txn_58854a3bae2b,txn_a2f23e1a5921,txn_8f93a6300623,txn_94f12711972c,txn_759dceb8ebc9,txn_b87149af8ff5,txn_ae923c58a2dd,txn_26181f638b84,txn_9ff85c33ef42,txn_07ee32d129ae,txn_9644652970ae,txn_256396645109,txn_9a9d33d17567,txn_8cf914288ef7,txn_8370f919ce03,txn_5b206fd63a4b,txn_5b97cd907797,txn_4e5b899fdfd4,txn_c88ecbbeb51d,txn_617986daaa9c,txn_2f140e4ff2ba,txn_8e689137d2f7,txn_a801d0017c6d,txn_197ba52e1737,txn_99594716edcc,txn_229af9be12c5,txn_003eaea97516,txn_53580ec0b872,txn_8a385d81491f,txn_9c7791271583,txn_eac0d6c55dbd,txn_65cb33e85ce3,txn_b7e5e54e26aa,txn_826c095463d1,txn_799db53de824,txn_367b9a13e6a1,txn_799f884084fd,txn_ae37a1e9d91e,txn_f4cfdf3f45ec,txn_eb1516eb33f8,txn_ba081d42ef1d,txn_4f320d187d28,txn_135749296c4e,txn_da02039feb8c,txn_61132194bcff,txn_227963a1ce78,txn_0a7449bb765d,txn_49bb538deebf,txn_360829b63ad6"
atk_acc7c39ab0d1,scn_e350e34804e3,identity_stolen_signup_001__evaluation_elevated,identity_onboarding_fraud,stolen_identity_signup,209,0.3628,0.825,18,"txn_16e59b9a1994,txn_6c68e70fa86e,txn_d249e786568f,txn_82a9fd83e25d,txn_70769a00edfa,txn_8264d2ea2772,txn_ef516fbc49d6,txn_c3190cd497e6"
atk_1fce0f0bbe54,scn_dac9a71c065b,identity_synthetic_001__evaluation_elevated,identity_onboarding_fraud,synthetic_identity,210,0.7243,0.7339,22,"txn_1c1c91026aa5,txn_e5fada1a842c,txn_bfe6d0d4dc02,txn_62fde89f590c,txn_05f4d5ff829c,txn_c24f6ff143eb,txn_fd6a0960efd0,txn_a1fb5e20a4a7,txn_9ec23404516e,txn_ead2e959693d,txn_a7b6802eea04"
atk_f63eba9053b6,scn_78c6848324b5,identity_synthetic_business_001__evaluation_elevated,identity_onboarding_fraud,synthetic_business,211,0.7574,0.806,23,"txn_eeb0bb410d67,txn_928db93bc629,txn_bc5629c3b920,txn_6ab542fb69b0,txn_829d972aebdf,txn_b57bd2067092,txn_15f9127be437,txn_4f88056321b1,txn_fe02503db7d0,txn_594e11063cc4,txn_66afd431f306"
