transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_txn_count_1h_prior,device_txn_count_1h_prior,customer_decline_count_24h_prior,customer_amount_mean_prior,customer_amount_deviation_ratio,minutes_since_customer_event,minutes_since_device_event,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,attack_id,scenario_id,simulation_segment,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_1228ad2cefe8,249.77,0.3503,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,715.0,0.0353,180.06,647.0,0.0239,0.0027,0.1668,0.02,325.0,0.0,0,,,,,atypical_benign,2,10,3,1,1,4,4,4,0,1
txn_4790a68c3bdf,53.17,0.0366,0,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,139.145,0.6179,9.0,9.0,715.0,0.0353,180.06,136.0,0.0523,0.0132,0.3135,0.02,325.0,0.0,0,,,,,routine_benign,1,8,4,1,0,2,2,4,1,0
txn_b886787848c6,28.52,0.1319,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,249.77,0.8858,6.0,6.0,715.0,0.0353,180.06,178.0,0.0684,0.0008,0.3274,0.02,325.0,0.0,0,,,,,routine_benign,2,4,3,1,0,5,5,5,1,0
txn_89dc0aa4acde,4.68,0.0239,0,0,3.0,0.0,4.0,0.0,0.0,3.0,4.0,1.0,110.4867,0.9576,3.0,2.0,715.0,0.0353,180.06,4289.0,0.0234,0.0099,0.318,0.02,325.0,0.0,0,,,,,routine_benign,0,10,1,1,0,0,0,3,2,0
txn_7d1277f78d10,19.24,0.0838,0,0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1440.0,1.0,2902.0,0.0041,110.09,2584.0,0.0393,0.0033,0.1609,0.02,325.0,0.0,0,,,,,routine_benign,1,8,4,1,0,5,5,2,3,0
txn_3710a1533e7e,11.77,0.1794,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.24,0.3883,24.0,1440.0,2902.0,0.0041,110.09,1964.0,0.0508,0.0102,0.1138,0.1739,400.0,0.0,0,,,,,routine_benign,1,10,4,1,0,1,1,2,1,0
txn_2a79556444a6,49.03,0.0634,2,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,53.51,0.0837,73.0,62.0,2902.0,0.0041,110.09,4401.0,0.0138,0.0109,0.1331,0.1739,400.0,0.0,0,,,,,routine_benign,4,6,3,1,0,3,3,2,0,0
txn_d397da168c20,129.52,0.041,1,0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15.505,7.3534,37.0,37.0,2902.0,0.0041,110.09,3963.0,0.0724,0.0118,0.0514,0.1739,400.0,0.0,0,,,,,routine_benign,1,4,1,1,0,5,5,2,0,0
txn_10c6287d13ff,13.78,0.2072,1,0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,39.52,0.6513,38.0,11.0,816.0,0.0406,102.08,3205.0,0.036,0.0011,0.0168,0.1739,400.0,0.0,0,,,,,routine_benign,2,10,4,1,0,4,4,0,2,0
txn_95dda685c895,24.5,0.0775,3,0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,27.9867,0.1246,53.0,57.0,816.0,0.0406,102.08,2969.0,0.0628,0.0061,0.0338,0.1739,400.0,0.0,0,,,,,routine_benign,0,10,1,1,0,2,2,5,1,0
txn_3a4ce753a195,39.52,0.1911,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1440.0,8.0,816.0,0.0406,102.08,3805.0,0.0126,0.0113,0.2803,0.0422,436.0,0.0,0,,,,,routine_benign,0,8,3,1,0,2,2,3,2,0
txn_947fb889d7f1,30.66,0.0615,2,0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,26.65,0.1505,66.0,24.0,816.0,0.0406,102.08,370.0,0.0534,0.0023,0.2114,0.0422,436.0,0.0,0,,,,,routine_benign,2,6,3,1,0,4,4,1,0,0
txn_cf1982d23fd8,19.82,0.304,2,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.57,0.0673,78.0,70.0,1306.0,0.0385,136.31,3287.0,0.0315,0.014,0.2804,0.0422,436.0,0.0,0,,,,,routine_benign,1,10,3,1,0,0,0,4,1,0
