customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_f5142e8ab368,36-50,2642,1160,US,gmail.com,mobile,high,28.96,53.6,0.0672
cust_10449be37726,18-25,1190,1844,AE,outlook.com,mobile,high,79.23,64.76,0.0509
cust_26d576d350fd,18-25,659,279,GB,gmail.com,mobile,medium,122.0,36.41,0.0746
cust_1e336c972dc2,18-25,720,1411,SG,company.example,mobile,medium,92.23,47.33,0.033
cust_379e585fbbf9,36-50,39,1826,US,outlook.com,mobile,high,102.71,19.2,0.0246
cust_4e6870abfd29,51-65,1041,2192,DE,outlook.com,mobile,high,276.7,11.66,0.0611
cust_c206a31ff7e0,51-65,1695,736,GB,outlook.com,mobile,high,47.02,29.28,0.0473
cust_f1e98d17caf5,51-65,118,2815,GB,gmail.com,mobile,medium,31.49,49.25,0.0236
cust_2f98a4660c29,26-35,846,1716,AE,gmail.com,mobile,medium,97.08,52.58,0.0313
cust_ecc107c778b7,18-25,2080,353,AE,outlook.com,mobile,high,198.57,43.32,0.0411
cust_34ac9ef571e6,51-65,1518,2201,SG,gmail.com,mobile,medium,35.27,22.83,0.0369
cust_59a2fe596426,36-50,211,403,IN,company.example,mobile,high,168.56,18.39,0.0232
cust_56d0609fa109,36-50,1624,1832,GB,gmail.com,mobile,medium,210.77,26.17,0.0489
cust_4567c4cde7b7,26-35,1213,1659,US,outlook.com,mobile,medium,130.05,64.32,0.0502
cust_917948913213,18-25,1035,2282,IN,outlook.com,mobile,medium,106.24,10.9,0.0184
cust_5a748823564c,18-25,1967,2996,AE,company.example,mobile,high,267.29,60.61,0.0568
cust_ba500d83f947,26-35,1667,1470,GB,gmail.com,mobile,high,212.06,30.42,0.0246
cust_247601281e67,18-25,1665,206,US,company.example,mobile,high,202.36,21.05,0.003
cust_ee2a1bca658d,18-25,705,1817,SG,company.example,mobile,high,66.93,42.34,0.0413
cust_775c9fd8ae76,51-65,368,217,IN,company.example,mobile,medium,94.41,52.44,0.0502
cust_f24567c918e8,26-35,2538,1095,AE,gmail.com,mobile,medium,104.48,41.38,0.0558
cust_c821c103346c,18-25,2936,145,IN,company.example,mobile,medium,240.31,6.61,0.0125
cust_29a289332c36,18-25,2341,1516,GB,gmail.com,mobile,medium,140.25,48.43,0.0344
cust_00b1384bc661,26-35,811,1824,AE,gmail.com,mobile,high,69.76,28.01,0.0251
cust_c13154d09aba,51-65,2287,1452,SG,gmail.com,mobile,high,215.77,48.19,0.0125
cust_eb44b4627cf0,18-25,24,215,IN,outlook.com,landline,low,246.54,81.16,0.0396
cust_ea6f97503889,18-25,214,475,SG,company.example,landline,high,283.74,45.16,0.1794
cust_acbc44b13b25,51-65,574,646,US,outlook.com,voip,low,122.66,26.42,0.2034
cust_490d91765f1c,36-50,458,236,GB,company.example,mobile,low,184.96,17.42,0.2846
cust_97e2e72a7607,18-25,496,608,IN,outlook.com,landline,high,333.1,10.64,0.0334
cust_235db65ab8cc,36-50,67,491,AE,company.example,voip,high,153.7,58.48,0.2803
cust_82483f37b01a,36-50,154,690,GB,outlook.com,landline,medium,83.01,87.22,0.307
cust_7e24263f42c2,18-25,356,803,GB,gmail.com,landline,low,272.67,30.63,0.1646
cust_7835422d4eea,51-65,1077,382,IN,proton.me,voip,low,202.32,26.4,0.1993
cust_d27c576fc754,26-35,902,495,IN,outlook.com,landline,medium,326.43,40.59,0.3391
cust_0294c55a2481,36-50,73,807,SG,company.example,voip,low,324.16,21.05,0.3482
cust_421ccf825e20,26-35,491,637,DE,company.example,landline,medium,262.97,78.37,0.0225
cust_49ef2283df0d,26-35,641,363,SG,proton.me,mobile,medium,135.62,67.97,0.3079
cust_1b52a2f9baf1,18-25,856,142,DE,company.example,mobile,high,88.81,15.26,0.3214
cust_39793a8d9e42,18-25,714,657,AE,proton.me,landline,low,60.24,58.69,0.1247
cust_7898c8b547b3,18-25,343,470,IN,company.example,voip,medium,344.92,43.84,0.2934
cust_0661e9528994,26-35,261,677,IN,gmail.com,mobile,medium,159.73,85.36,0.2838
cust_d80ba4d7cff2,26-35,83,527,SG,gmail.com,mobile,medium,258.6,63.75,0.0136
cust_77d064537925,36-50,293,133,IN,proton.me,voip,medium,342.09,11.38,0.3229
cust_1218d23364d3,51-65,237,236,GB,company.example,voip,high,38.87,37.31,0.0321
cust_602f67c4fe2f,26-35,109,1130,SG,company.example,landline,medium,84.75,23.34,0.0126
cust_f15b281e93dc,51-65,583,1016,GB,proton.me,landline,low,153.75,14.44,0.2342
cust_0e0d6b61eadc,51-65,173,705,AE,gmail.com,mobile,medium,255.32,73.93,0.2831
cust_5aeb12edc95c,51-65,362,537,IN,proton.me,voip,high,171.79,84.0,0.2908
cust_8c215338c916,18-25,351,866,SG,company.example,voip,high,60.46,78.99,0.2968
