device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_f5142e8ab368,sess_f5142e8ab368,Firefox,Android,tablet,US,0.0274,1378,1554,0
dev_10449be37726,sess_4e6870abfd29,Chrome,iOS,tablet,DE,0.1129,884,1273,0
dev_26d576d350fd,sess_34ac9ef571e6,Edge,macOS,tablet,IN,0.0068,439,755,1
dev_1e336c972dc2,sess_5a748823564c,Firefox,macOS,desktop,US,0.0026,909,414,0
dev_379e585fbbf9,sess_f24567c918e8,Chrome,iOS,desktop,DE,0.1502,1058,1354,1
dev_4e6870abfd29,sess_d57b99a8cc53,Chrome,iOS,tablet,GB,0.1886,231,796,1
dev_c206a31ff7e0,sess_991647e01c50,Safari,Windows,tablet,US,0.0252,950,789,1
dev_f1e98d17caf5,sess_41c6ade2a40b,Safari,Android,desktop,GB,0.1947,871,1114,0
dev_2f98a4660c29,sess_1d6ba91f198a,Edge,iOS,mobile,SG,0.17,351,1122,1
dev_ecc107c778b7,sess_d9e46eb30b54,Edge,Android,tablet,US,0.0346,249,239,0
dev_34ac9ef571e6,sess_55f96b81db31,Safari,Android,mobile,SG,0.1559,1430,1102,0
dev_59a2fe596426,sess_ba2dc718e9c9,Firefox,macOS,desktop,AE,0.0033,641,746,0
dev_56d0609fa109,sess_2b1713ca7a82,Chrome,macOS,desktop,AE,0.2001,534,751,1
dev_4567c4cde7b7,sess_ea28de44bcf5,Firefox,Windows,mobile,US,0.0723,237,373,1
dev_917948913213,sess_affbd4c9c276,Edge,macOS,desktop,US,0.1611,698,587,1
dev_5a748823564c,sess_a87726d6c876,Edge,Windows,desktop,DE,0.0711,1133,219,1
dev_ba500d83f947,sess_05a066a2f9ba,Edge,macOS,mobile,AE,0.0271,631,1646,1
dev_247601281e67,sess_7cd1b8f35696,Firefox,Android,mobile,SG,0.0219,1458,1190,1
dev_ee2a1bca658d,sess_f8ffb49d6b6b,Chrome,Android,tablet,US,0.2146,1082,1252,0
dev_775c9fd8ae76,sess_dcaff1485ffa,Firefox,Android,mobile,IN,0.1681,270,1520,0
dev_31577587f16c,sess_3e5f49b1ef69,Edge,Android,desktop,AE,0.4086,165,688,0
dev_014ad07e3a54,sess_4640f252fb66,Chrome,iOS,mobile,SG,0.3151,24,754,1
dev_7e9f457cd38a,sess_ca1fba1862e5,Firefox,Windows,mobile,GB,0.8311,138,119,0
dev_49245289eb91,sess_212b36bfaa14,Safari,macOS,mobile,AE,0.5061,156,832,1
dev_593d66e82d84,sess_69605cc2d2ec,Edge,macOS,desktop,IN,0.553,209,424,3
dev_5eb50508ac75,sess_010d76a98107,Edge,Android,mobile,AE,0.5855,95,233,3
dev_e0597183e8e8,sess_af774f5189e1,Edge,iOS,mobile,SG,0.7042,224,70,2
dev_d832b303871e,sess_1d18f6a41dd5,Safari,iOS,desktop,DE,0.482,162,256,2
dev_313e793f5603,sess_682218f258c3,Edge,iOS,mobile,DE,0.6529,85,628,3
dev_69c25fdf18c1,sess_511618fef5a5,Chrome,iOS,tablet,GB,0.2244,147,850,2
dev_b7c726eba564,sess_aa9fe97c512c,Safari,macOS,mobile,DE,0.4058,211,386,3
dev_292cec10553f,sess_9969d59d9071,Safari,Android,mobile,IN,0.4634,167,770,3
dev_6181fa5d861f,sess_98587f09c06a,Firefox,macOS,desktop,AE,0.3068,296,250,1
dev_5f86710fc403,sess_9722f441e279,Chrome,Windows,mobile,IN,0.5847,3,429,2
dev_8522caffdf0a,sess_b0ece5fa3599,Chrome,Android,desktop,IN,0.3399,188,512,2
dev_94ea843256bc,sess_86c25e37bff1,Edge,Linux,desktop,DE,0.6622,107,143,3
dev_f1fb0e9d47b1,sess_0a5d65e3b956,Edge,Linux,tablet,SG,0.6949,16,709,3
dev_755d56cc3041,sess_ed99220c1f3e,Safari,Linux,mobile,US,0.4797,8,298,1
dev_a0f1a955d5f7,sess_c5f7dcf10bfa,Safari,Android,desktop,AE,0.6715,141,471,3
dev_9d1e6816422f,sess_8e53d9278817,Safari,Android,tablet,SG,0.4224,77,883,2
dev_b95c95cef30e,sess_9f8359313748,Safari,Android,tablet,US,0.4448,151,37,1
dev_74c41abdad3d,sess_a89dc4984c94,Firefox,Android,desktop,AE,0.7053,259,823,4
dev_907c3f8aa15e,sess_8934083b69e4,Chrome,iOS,mobile,US,0.64,266,252,3
dev_9a8ded4fe71d,sess_68f6d07f4c51,Firefox,iOS,mobile,AE,0.7525,34,624,1
dev_4806b22e2b75,sess_2b9f2eacf810,Edge,Linux,mobile,AE,0.2842,88,139,0
