device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_f5142e8ab368,sess_f5142e8ab368,Firefox,Android,tablet,US,0.0274,1378,1554,0
dev_10449be37726,sess_4e6870abfd29,Chrome,iOS,tablet,DE,0.1129,884,1273,0
dev_26d576d350fd,sess_34ac9ef571e6,Edge,macOS,tablet,IN,0.0068,439,755,1
dev_1e336c972dc2,sess_5a748823564c,Firefox,macOS,desktop,US,0.0026,909,414,0
dev_379e585fbbf9,sess_f24567c918e8,Chrome,iOS,desktop,DE,0.1502,1058,1354,1
dev_4e6870abfd29,sess_d57b99a8cc53,Chrome,iOS,tablet,GB,0.1886,231,796,1
dev_c206a31ff7e0,sess_991647e01c50,Safari,Windows,tablet,US,0.0252,950,789,1
dev_f1e98d17caf5,sess_41c6ade2a40b,Safari,Android,desktop,GB,0.1947,871,1114,0
dev_2f98a4660c29,sess_1d6ba91f198a,Edge,iOS,mobile,SG,0.17,351,1122,1
dev_ecc107c778b7,sess_d9e46eb30b54,Edge,Android,tablet,US,0.0346,249,239,0
dev_34ac9ef571e6,sess_55f96b81db31,Safari,Android,mobile,SG,0.1559,1430,1102,0
dev_59a2fe596426,sess_ba2dc718e9c9,Firefox,macOS,desktop,AE,0.0033,641,746,0
dev_56d0609fa109,sess_2b1713ca7a82,Chrome,macOS,desktop,AE,0.2001,534,751,1
dev_4567c4cde7b7,sess_ea28de44bcf5,Firefox,Windows,mobile,US,0.0723,237,373,1
dev_917948913213,sess_affbd4c9c276,Edge,macOS,desktop,US,0.1611,698,587,1
dev_5a748823564c,sess_a87726d6c876,Edge,Windows,desktop,DE,0.0711,1133,219,1
dev_ba500d83f947,sess_05a066a2f9ba,Edge,macOS,mobile,AE,0.0271,631,1646,1
dev_247601281e67,sess_7cd1b8f35696,Firefox,Android,mobile,SG,0.0219,1458,1190,1
dev_ee2a1bca658d,sess_f8ffb49d6b6b,Chrome,Android,tablet,US,0.2146,1082,1252,0
