device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_f7006a27825f,sess_f7006a27825f,Safari,iOS,tablet,GB,0.1357,379,1062,0
dev_ea70572cbfcd,sess_4e278b64819e,Edge,iOS,desktop,DE,0.008,205,1450,1
dev_19953660094d,sess_eae8fb9aa179,Edge,Android,tablet,SG,0.0335,183,533,0
dev_3224fc12eb71,sess_831e7b331df5,Firefox,iOS,desktop,DE,0.0809,156,681,1
dev_0159001eb6b9,sess_f744d654ff85,Chrome,iOS,tablet,GB,0.0657,1306,941,0
dev_4e278b64819e,sess_51e7b8bad582,Chrome,iOS,desktop,IN,0.0179,1412,466,1
dev_db79c1c9230b,sess_b899e868b263,Safari,Android,desktop,DE,0.1356,786,477,1
dev_b8ffc7581114,sess_6de999fa69c3,Chrome,iOS,mobile,SG,0.0385,495,1035,0
dev_75da955712dd,sess_e9b80ed8855b,Safari,iOS,tablet,IN,0.0482,1118,605,0
dev_27f5627dfa11,sess_3b41a55f449b,Edge,macOS,tablet,SG,0.2344,205,1776,1
dev_eae8fb9aa179,sess_a5439fdab514,Firefox,macOS,tablet,US,0.2067,721,194,1
dev_8a7e7817bb1e,sess_b85b8e1158b6,Edge,iOS,desktop,DE,0.1735,170,1221,1
dev_68a18240dafd,sess_cf270484f1ce,Edge,Android,mobile,GB,0.0586,928,1098,0
dev_f9469ea7b69e,sess_a2a0514ed7a4,Safari,Windows,tablet,IN,0.0942,396,1408,0
dev_ac327ec2d34a,sess_ed4c4c03cff5,Firefox,macOS,mobile,SG,0.0501,1067,1689,0
dev_831e7b331df5,sess_9d3266acc0bc,Firefox,Android,tablet,GB,0.0995,1117,808,1
dev_858a5a1f9bb5,sess_c5cbd8f24135,Edge,iOS,desktop,US,0.0309,1114,1628,1
dev_eede2ac4420d,sess_fb6939eba6c7,Safari,Android,mobile,IN,0.0541,1109,200,1
dev_07b0720bb2f5,sess_ab2f6f9fb8b4,Safari,macOS,mobile,GB,0.2128,1284,688,1
dev_3eb38a011bc8,sess_aea02585f813,Firefox,Android,mobile,GB,0.0441,241,978,1
dev_f744d654ff85,sess_96090196dfa7,Edge,Windows,tablet,SG,0.0742,472,1363,1
dev_d0e4bf7b0761,sess_afeb6b5b014d,Edge,iOS,mobile,US,0.2394,571,1174,0
dev_0c15353d4ac0,sess_45fa6c7ea05d,Edge,macOS,desktop,DE,0.1753,369,652,0
dev_1e57958c4418,sess_9c3690ce6d29,Firefox,iOS,tablet,US,0.1249,426,1017,1
dev_de4eb997d19b,sess_482a5a6e9136,Chrome,Windows,mobile,AE,0.0399,1180,553,1
dev_51e7b8bad582,sess_de6b4506d4b7,Edge,iOS,tablet,DE,0.1441,176,1613,1
dev_7e8e2569f25e,sess_0b11eb90bdcb,Chrome,macOS,tablet,GB,0.1414,364,756,1
dev_18c908505f76,sess_81274dbb42a1,Edge,iOS,desktop,SG,0.0308,1397,1093,1
dev_5f9fb1a65a2a,sess_fa546e2be26d,Firefox,macOS,tablet,SG,0.2061,957,1531,1
dev_f1b915abac15,sess_573353a0c55d,Edge,Windows,tablet,AE,0.1036,138,351,0
dev_b899e868b263,sess_ab6138f993cc,Firefox,macOS,tablet,DE,0.1648,667,1648,0
dev_c414fcca624a,sess_3b2abc120abf,Firefox,macOS,tablet,GB,0.0213,1194,1490,0
dev_68c321f5a464,sess_29dcd0461fff,Edge,Windows,tablet,US,0.2335,1081,1757,1
dev_bda82ab4e228,sess_2b06f886d099,Chrome,iOS,desktop,IN,0.1148,910,748,1
dev_82c48692e05a,sess_35f20df1ee01,Edge,macOS,tablet,SG,0.0526,177,612,0
dev_6de999fa69c3,sess_570793031524,Edge,iOS,tablet,GB,0.0549,384,190,1
dev_af0c0e465e06,sess_b848201afdfe,Firefox,Windows,desktop,DE,0.0185,451,1698,1
dev_f29a924f7278,sess_3fca3a55df30,Chrome,Android,tablet,SG,0.1381,656,1313,1
dev_86f9737b6a88,sess_72e0898d1f6d,Edge,macOS,mobile,GB,0.0489,609,1654,0
dev_d2cc7bf6c34c,sess_8987dcc403e9,Firefox,Android,tablet,DE,0.2228,601,334,0
dev_e9b80ed8855b,sess_12a1587bb705,Safari,macOS,tablet,IN,0.0394,1358,1578,1
dev_474d9a11695c,sess_3e4c21d3c212,Chrome,Android,mobile,GB,0.0875,1474,1564,1
dev_eb785e828137,sess_0b004b879c76,Edge,Windows,mobile,US,0.0128,1280,1284,0
dev_a2570bd8e965,sess_52353607cc8f,Chrome,Windows,tablet,SG,0.1686,1147,1797,1
dev_0232a28da2ae,sess_c51dbd1bafc3,Firefox,macOS,tablet,US,0.065,1299,589,1
dev_3b41a55f449b,sess_e6225fe84dd9,Edge,macOS,tablet,GB,0.0368,899,1278,1
dev_9ef199a01e12,sess_6ecf2151d88e,Safari,iOS,desktop,DE,0.048,238,455,1
dev_b0ad64f72560,sess_654ef269a5fc,Edge,Windows,desktop,IN,0.0178,348,1270,0
dev_802dbb6d828e,sess_599bb0dcc359,Chrome,iOS,mobile,GB,0.0772,1093,1766,1
dev_e59f4eef71dc,sess_3cf9cae6f75c,Edge,Android,desktop,SG,0.1646,39,167,1
dev_a5439fdab514,sess_826447732b77,Safari,Windows,desktop,GB,0.1033,803,860,1
dev_b9f155b7f5c8,sess_1e2298f4f80d,Safari,Android,desktop,US,0.0995,1443,1044,0
dev_28ebc4aec1af,sess_b11a7a80378a,Safari,Android,mobile,US,0.0122,783,1043,0
dev_6b54f90b2e17,sess_17aa9596969b,Safari,Windows,tablet,AE,0.007,981,1471,1
dev_656bff397de1,sess_db47989412b5,Edge,Android,tablet,DE,0.1145,552,1725,1
dev_b85b8e1158b6,sess_042d5d6101a4,Safari,iOS,tablet,AE,0.1831,1193,390,1
dev_8043a311ee5d,sess_b1bb6c424695,Safari,Windows,tablet,DE,0.1864,1213,199,0
dev_9e440306549f,sess_6b68c3b19da3,Edge,macOS,tablet,US,0.0833,675,851,1
dev_6d2a4ad2f753,sess_c592e30a0bc9,Firefox,Android,mobile,GB,0.0605,123,1176,0
dev_67b98d418814,sess_9e4d353db992,Firefox,Windows,tablet,SG,0.2071,1376,181,0
