customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_f7006a27825f,26-35,1636,562,GB,company.example,mobile,high,49.37,38.87,0.0607
cust_ea70572cbfcd,51-65,584,2756,US,gmail.com,mobile,medium,92.7,19.83,0.0736
cust_19953660094d,51-65,2571,440,DE,outlook.com,mobile,high,272.12,26.01,0.0798
cust_3224fc12eb71,18-25,968,2076,IN,company.example,mobile,medium,161.33,39.97,0.0673
cust_0159001eb6b9,36-50,1702,50,US,company.example,mobile,high,274.56,22.53,0.0642
cust_4e278b64819e,51-65,2126,1337,GB,company.example,mobile,medium,82.35,48.74,0.0379
cust_db79c1c9230b,18-25,2031,1301,IN,outlook.com,mobile,high,110.82,55.83,0.0539
cust_b8ffc7581114,51-65,2001,2543,IN,gmail.com,mobile,high,153.58,32.37,0.0327
cust_75da955712dd,26-35,755,936,IN,company.example,mobile,medium,239.47,52.04,0.0354
cust_27f5627dfa11,26-35,839,63,AE,company.example,mobile,medium,101.23,31.49,0.028
cust_eae8fb9aa179,51-65,824,1152,IN,company.example,mobile,high,268.26,63.0,0.0096
cust_8a7e7817bb1e,51-65,406,1129,GB,gmail.com,mobile,high,167.35,59.65,0.0604
cust_68a18240dafd,26-35,118,2989,IN,company.example,mobile,medium,230.72,22.67,0.0094
cust_f9469ea7b69e,36-50,1960,2364,DE,gmail.com,mobile,high,263.93,32.85,0.0653
cust_ac327ec2d34a,36-50,1931,290,US,gmail.com,mobile,high,32.19,5.53,0.0113
cust_831e7b331df5,51-65,2971,2677,GB,gmail.com,mobile,medium,167.23,27.98,0.0338
cust_858a5a1f9bb5,51-65,139,2487,US,gmail.com,mobile,high,126.8,39.19,0.047
cust_eede2ac4420d,18-25,2134,382,SG,gmail.com,mobile,high,206.42,36.56,0.0471
cust_07b0720bb2f5,51-65,813,2912,IN,company.example,mobile,high,241.47,43.85,0.0678
cust_3eb38a011bc8,36-50,1859,639,IN,company.example,mobile,high,78.15,37.64,0.039
