customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_a0545b1f3593,36-50,130,2608,AE,company.example,mobile,high,255.6,64.43,0.018
cust_41d42f2738e7,26-35,718,148,AE,gmail.com,mobile,high,74.05,35.36,0.0612
cust_a703bf8e1397,18-25,1851,2404,IN,company.example,mobile,high,239.77,13.39,0.0278
cust_fd19060fa6cd,51-65,1853,2806,IN,company.example,mobile,medium,152.97,49.29,0.0331
cust_86a400a5897e,18-25,2806,1388,US,company.example,mobile,medium,136.68,64.17,0.0767
cust_4fb59943b19a,51-65,2145,2188,AE,company.example,mobile,medium,155.3,19.29,0.0387
cust_a700c28d743c,26-35,740,1029,SG,outlook.com,mobile,high,96.19,60.83,0.0435
cust_89560ffc8d2b,26-35,2913,76,DE,outlook.com,mobile,medium,84.57,39.17,0.0583
cust_5a0036c081fc,26-35,1299,1496,US,gmail.com,mobile,high,39.35,23.79,0.0757
cust_a84ae569ea6c,26-35,2155,1863,DE,company.example,mobile,medium,244.48,50.72,0.0574
cust_c097b3f2f1ba,51-65,2178,107,US,gmail.com,mobile,medium,202.32,30.19,0.0187
cust_bd970e8cd1db,26-35,2324,1709,IN,outlook.com,mobile,high,142.46,30.27,0.0186
cust_031519546e21,26-35,1016,42,IN,company.example,mobile,high,163.54,43.02,0.0034
cust_3c878ac1934d,18-25,2441,741,AE,gmail.com,mobile,medium,84.41,62.7,0.0798
cust_edda4c1c33e3,18-25,2285,2520,US,gmail.com,mobile,medium,169.42,26.36,0.0338
cust_6cf8c2b99854,26-35,1138,2668,AE,company.example,mobile,high,155.88,37.86,0.0013
cust_b9313e6e2e4b,51-65,643,2420,DE,gmail.com,mobile,high,161.31,37.67,0.0416
cust_7c53b6ce6527,51-65,2380,2904,US,gmail.com,mobile,high,270.68,21.08,0.0082
cust_08465652a487,51-65,1398,2517,DE,outlook.com,mobile,high,175.05,30.6,0.0276
cust_dc00de623299,18-25,1013,268,IN,outlook.com,mobile,medium,66.86,20.07,0.0119
cust_24550bdfdbb5,18-25,2161,1397,DE,gmail.com,mobile,medium,203.68,61.86,0.0552
cust_507118b14732,26-35,782,934,GB,gmail.com,mobile,high,204.47,6.21,0.0109
cust_fb0712859094,51-65,2067,294,DE,gmail.com,mobile,medium,204.4,33.64,0.0317
cust_e0d6f555ead8,36-50,1632,963,AE,gmail.com,mobile,high,278.85,19.4,0.0063
cust_f22d2f38e7f2,51-65,1410,284,AE,company.example,mobile,high,210.6,31.12,0.0574
cust_8a308b1d0189,51-65,379,426,US,outlook.com,voip,low,122.66,26.42,0.2034
cust_9c7eed173ca1,36-50,383,197,GB,company.example,mobile,low,184.96,17.42,0.2846
cust_00b16bd4d025,18-25,580,711,IN,outlook.com,landline,high,333.1,10.64,0.0334
cust_455ead975a64,36-50,73,532,AE,company.example,voip,high,153.7,58.48,0.2803
cust_b889e092c345,36-50,119,535,GB,outlook.com,landline,medium,83.01,87.22,0.307
cust_8b09443daf03,18-25,296,668,GB,gmail.com,landline,low,272.67,30.63,0.1646
cust_98b2d5ebed39,51-65,961,341,IN,proton.me,voip,low,202.32,26.4,0.1993
cust_0ffa66465cfa,26-35,959,527,IN,outlook.com,landline,medium,326.43,40.59,0.3391
cust_5d86aa576156,36-50,88,970,SG,company.example,voip,low,324.16,21.05,0.3482
cust_eef713c7e686,26-35,614,797,DE,company.example,landline,medium,262.97,78.37,0.0225
cust_9d34ece0c309,26-35,566,320,SG,proton.me,mobile,medium,135.62,67.97,0.3079
cust_1c7fdf78ebf4,18-25,687,114,DE,company.example,mobile,high,88.81,15.26,0.3214
cust_c84b7b184cba,18-25,712,656,AE,proton.me,landline,low,60.24,58.69,0.1247
cust_2d06ed2a84ef,18-25,308,422,IN,company.example,voip,medium,344.92,43.84,0.2934
cust_0271bc9dc417,26-35,253,657,IN,gmail.com,mobile,medium,159.73,85.36,0.2838
cust_121965c4568e,26-35,90,576,SG,gmail.com,mobile,medium,258.6,63.75,0.0136
cust_a3c53097c48c,36-50,310,141,IN,proton.me,voip,medium,342.09,11.38,0.3229
cust_946120e82bc4,51-65,212,211,GB,company.example,voip,high,38.87,37.31,0.0321
cust_98a3b5196ddc,26-35,97,1004,SG,company.example,landline,medium,84.75,23.34,0.0126
cust_d13f05cd0c6d,51-65,565,985,GB,proton.me,landline,low,153.75,14.44,0.2342
cust_254bf2bed630,51-65,173,705,AE,gmail.com,mobile,medium,255.32,73.93,0.2831
cust_7c238e19e336,51-65,373,553,IN,proton.me,voip,high,171.79,84.0,0.2908
cust_b308d81be4a9,18-25,351,866,SG,company.example,voip,high,60.46,78.99,0.2968
cust_566f0990020e,18-25,121,353,SG,proton.me,voip,high,167.43,58.97,0.3226
cust_6d9e307b6465,51-65,1456,964,AE,gmail.com,landline,high,107.88,46.48,0.2548
cust_1561fd07ee93,18-25,155,224,AE,company.example,voip,high,162.65,75.97,0.2028
cust_1a531511b229,18-25,474,617,IN,company.example,mobile,low,292.34,63.37,0.0836
cust_da330816057f,36-50,650,850,GB,outlook.com,mobile,medium,57.76,50.0,0.2121
cust_776c232cda9b,18-25,858,675,IN,company.example,landline,high,228.33,33.17,0.254
cust_abb38688b5dc,36-50,120,391,IN,proton.me,voip,high,53.56,41.15,0.1802
