attack_instance_id,scenario_id,attack_id,bucket,subtype,scenario_seed,attack_intensity,stealth_level,generated_record_ids
atk_0d3c45cfad9c,scn_f998f9340f31,cred_card_testing_001,credential_based_fraud,card_testing,44,0.6481,0.4043,"txn_5f1c8ee99471,txn_6970b300f227,txn_6bf0bd5b5e0b,txn_ede3fb04c2f1,txn_f76d5fc1337e,txn_74c91ecc5d45,txn_5375967b8476,txn_ad0d4543fb2f,txn_f22462a93479,txn_85b2b6a0bf23,txn_82d337a54294,txn_a823681d3015,txn_84b933f3ab0a,txn_8eb866f8a728,txn_18ed8b810982,txn_f20bc32f191b,txn_cea1d73d04cb,txn_5bed9ddf8327,txn_1157bba3f718,txn_e14a56af7416,txn_9fa35a304901,txn_edf04da8febf,txn_573204195711,txn_a03f0d5807f3,txn_3a60cc2c1c11,txn_e5b8509e166e,txn_3e00654c594b,txn_fa0d1baf86e2,txn_0c42b0f5c5b2,txn_cd191c2f914c,txn_67b71d1a2182,txn_c164cf682e93,txn_fa46c2f493be,txn_f0179051e51f,txn_1985d95a925e,txn_934a9bc518c7,txn_f6fcfffe6f9e,txn_0ce5a1aeb8c7,txn_a2a097f8debe,txn_b19829a9d288,txn_f31356f97a58,txn_67e7e4266d30,txn_1e960b33f878,txn_75321dd356ed,txn_4d50aac06058,txn_bde76b0fb065,txn_9f8de8d4b3cb,txn_86c31c5aaa04,txn_4f781572423e,txn_db777409ede6,txn_8818e883ebd1,txn_c023fa34eb0a,txn_7d7750a5636f,txn_59cf376fb424,txn_51f4909ef0b6,txn_6f3470cf5c34,txn_96f14da637f3,txn_70277be927b3,txn_f31f4ae765f5,txn_f4bc6da40731,txn_7e81a5cb1814,txn_2b696c1148c2,txn_92409c1f5028,txn_1645d8c1cb12,txn_60433feca55a,txn_126257723b1c,txn_aaf777cca8f0,txn_4caef6e0236f,txn_aa844a56ea91,txn_05c59b607638,txn_202c84bf85d3,txn_297e67cc97ef,txn_8e7d54eebbdb,txn_dea6da282285,txn_8583b72288f7,txn_c021a75de047,txn_d791dd31afdc,txn_47ededa5fc58,txn_9029cb947627,txn_47b5e1de2413,txn_6283073b6c86,txn_b8b93013f4aa,txn_4c4a816ee362,txn_f9204e39ec02,txn_bf0eaa12912e,txn_a96bef8c8d26,txn_e32382dc0a33,txn_69194875437f,txn_e286a9a000c0,txn_d1c2bef8cd48,txn_200230e59e73,txn_c76c1251c0ff,txn_531f65686634,txn_5330e00749c3,txn_7fab81384161,txn_b294986a2f72,txn_6fe319368fa3,txn_2a9f98cefee7,txn_7337df88f675,txn_a79a215b607f,txn_5d66b685495c,txn_ddfefe1f6de1,txn_4efe49a8d5ea,txn_db3f7bde01f9,txn_b198f37d1d7c,txn_a824431cf4d0,txn_3440fee682e6,txn_4f9362aae64f,txn_09c858b61826,txn_b4d8041fe59a,txn_d7a9497c2343,txn_be2e82cc9a07,txn_4c829bf136c1,txn_5c8ad399093d,txn_cfa172d8924d,txn_4d02e4ae00e7,txn_98260055da51,txn_1b75ccf94413,txn_b90499bcb5f6,txn_1fd22e82fc50,txn_74e14ee376df,txn_f022ee0aa35c,txn_2b6c3975ea2a,txn_311ae408f0ca,txn_61af81ef89ac,txn_d875376b406e,txn_e7fb12421573,txn_ba40505c24d3,txn_61424da2cdbd,txn_0224284e6c09,txn_d5080dbb43d3,txn_aded8b331f16,txn_991e5906c8c5,txn_3f49e76b6a0b,txn_09cfaf6f2556,txn_fdb47be20dd7,txn_466f5ce83d76"
atk_aaee95fe2dae,scn_c07371e7963b,cred_cnp_001,credential_based_fraud,card_not_present,45,0.6184,0.5088,"txn_c28725df4c25,txn_42e5efb08350,txn_cb143ab76c15,txn_69ed405480a6,txn_61d0beeb220e,txn_150f0920399a,txn_d3ff2ec09ac8,txn_e4585e7c7295,txn_285d36223fa7,txn_d4461a699e03,txn_84481651b7ed,txn_54c49e84cd1b,txn_8f362d31c4db,txn_0ea87c2540bb,txn_1eb8123140f7,txn_b56c2adfafdc,txn_e72a11008313,txn_0c7c2ae6b47c,txn_a7c3bcc2220a,txn_bcad9b2221ef,txn_ea0cc40b98d0,txn_67e9b2dc2997,txn_442425984ca4,txn_ea82a5eeef68,txn_d983138ac13f,txn_032e0ab9abf1,txn_249e8e0905d7"
atk_832edd183d9d,scn_89b46b99b582,cred_consumer_ato_001,credential_based_fraud,consumer_account_takeover,46,0.57,0.8053,"txn_03d7cc3cc2a6,txn_09fb1bda6f91,txn_bfaa89dc11b2,txn_b55e179fa06f,txn_4f03d9f08b21,txn_48fd1ad9f9bd,txn_33febb2f27c0,txn_d324c4cddae5,txn_2f84500b9af2,txn_cc7369710e4a,txn_64a4d37fd81e,txn_88968b6a52f0,txn_915a8718f636,txn_0d2f8aaec340,txn_1834fb30d0b0,txn_e07d59ab20d6"
atk_6ef71a094a7f,scn_09fc10ccebf9,cred_merchant_admin_ato_001,credential_based_fraud,merchant_admin_takeover,47,0.5866,0.6407,"txn_d95eed48d4d8,txn_a16d1c5f516a,txn_aeb237de8af6,txn_d821cceaa6b9,txn_9581112f364d,txn_ab08f80d4d3c,txn_32ed321ca535"
atk_510c4c32fe36,scn_b22cd61012e5,cred_stuffing_001,credential_based_fraud,credential_stuffing,48,0.4225,0.5015,"txn_eeffbd74a2e4,txn_013afdc5ad0a,txn_0dcbad942ed5,txn_35e46ec7ed69,txn_77de3565ce0c,txn_f310e16db3a2,txn_d30a266f416e,txn_1cdf4aac455f,txn_f56741c802af,txn_0ff085ed8a89,txn_a3fa9f0c07c5,txn_3bbb8036ea11,txn_091f30f519f1,txn_199f19294520,txn_ea39d6db23c6,txn_854730887155,txn_7fa86bab03ce,txn_4d69f54a739b,txn_ae1c5f9e5f60,txn_2969b345355d,txn_1e6688a98247,txn_e340bb38017e,txn_87532fa302c8,txn_f117c2f35bf4,txn_6e9f58006151,txn_1cb96cb0b443,txn_3b5aa25e9cb1,txn_7a116bb4d810,txn_2f88abf6793a,txn_ad8b91e042d1,txn_7b889fa44e40,txn_7316669b354e,txn_31569a0cc44d,txn_ff72729e26d1,txn_aca461cee8c1,txn_5935653eb3bb,txn_fc4c8cbf4bb0,txn_5fc7d0a62951,txn_bca798823e78,txn_9c4b0baad8f1,txn_08791c5f488e,txn_7f3d4c8b0ae6,txn_b138ddd63d91,txn_63be184f402c,txn_376ec11691c3,txn_3b6d92a82d20,txn_b5a99d925f20,txn_4ea2c18d174d,txn_dc07a27a932a,txn_931338877404,txn_824535471cf8,txn_18832b2548e0,txn_d2e5b64f24e3,txn_d3455c260550,txn_24a1eec65376,txn_ef16b6530e93,txn_389af2d43518,txn_c964f8187c7e,txn_0356e6d771a5,txn_98cd6c34fa1b,txn_f50de5379959,txn_d9189c614d04,txn_668a0979bff2,txn_b75a6f3e1837,txn_ace30235da19,txn_563f7dde9bbf,txn_80f69e8b28e3,txn_1df2f9bd93d3,txn_0bf7c8ac810e,txn_116d52c71462,txn_407178aab453,txn_4d0465164a5e,txn_e9d849251d7d,txn_e9949bdb6efe,txn_6553bd2279ba,txn_73b4310bccc5,txn_6c265dab824b,txn_24c2d2c9eb1b,txn_d7ff83f145a5,txn_ba7483fe260b,txn_384a7968a47e,txn_ca8624c5cc90,txn_3c15bda486b8,txn_214d7e46d4cd,txn_de480bff2c63,txn_cee5de4f735e,txn_c1b8dbe2c056,txn_3a222b071cc9,txn_d84c9e7b9b77,txn_a9b956e300e6,txn_78cde2ecea17,txn_b575a5d9242a,txn_41c2408a951b,txn_b188a6042284,txn_e81ac147d716,txn_b2ac2cd0e251,txn_0dc6133d4b41,txn_813d8a5df288,txn_593fb7b65769,txn_1ad1a331045c,txn_329e5bd2f0b4,txn_bb71ebe633ec,txn_b04501b7fa3e,txn_47137b5da986,txn_d47c8e1b39eb,txn_b5bc96d546e9,txn_769b083ff290,txn_5d2bda72ca55,txn_c9601ac22939,txn_bac8dd6c3c62,txn_0a9cac9bd7c3,txn_8e52faaebc19,txn_8427430a2a62,txn_5dea72cdae2f,txn_5bf9ac915610,txn_be609dfdcdec,txn_f44110ded01a,txn_48c51ab1fa4e,txn_652daad17fce,txn_210f4fb2d568,txn_db47e6dffd64,txn_9e20b2262643,txn_8e1f8f384441,txn_c4fa95aa4250,txn_3a609a7a0c15,txn_2e7487e37a2f,txn_b8162f81b624,txn_b5046b959684,txn_f90091ec3a42,txn_cd4b13bf9be3,txn_32c386a41278,txn_42b64c85c970,txn_b69bc848117a,txn_9e34ec8e08de,txn_8b59386402d1,txn_0fc63e365e5d,txn_31322c09782d,txn_df720616df98,txn_ab1df4a67fd2,txn_5d7ede0dabaa,txn_e2c47d0bfd15,txn_4ec3aaff027c,txn_2aa84571aa14,txn_6f59d4943383,txn_11208d479667,txn_6e5b61aa7b01,txn_e42df84f0656,txn_7612a71272e1,txn_5686d5c82803,txn_3c8f72b55b28,txn_0367d2e27aa4,txn_09a92c79197f,txn_bb905128e804,txn_f567bcf702bd,txn_d415a1446c65,txn_31324f240de8,txn_67abf2ca502f,txn_2b28e900954e,txn_a5568873dd86,txn_bdf3a15ad759,txn_f29b425b5d76,txn_4ecd913bdb61,txn_e24f1a2a0ec7,txn_d1f2ffe927d4,txn_881db55cac0c,txn_561cc8ab643f,txn_11817ac9f23d,txn_147bc04ee9b8,txn_c997a413bd40,txn_2e41dc01d699,txn_357afdd1cabc,txn_76612cfe03e4,txn_a76ae195bfe3,txn_c8373c2ad20e,txn_68e96ffbba7d,txn_7f64df799ddd,txn_452bddd916e5,txn_46115213fe86,txn_20f32597a5b7,txn_7eb126743f40,txn_330df930a529,txn_9fbb7a8c6c02,txn_bf572856c46e,txn_f9829e3a4cd8,txn_1bff182323e7,txn_a5b3b0c6e067,txn_c1578ec2b2ee,txn_e54d5c261bf4,txn_275b54ac2a3b,txn_87090718091f,txn_50fc4a0e8940,txn_f9015514b0d8,txn_c6d21afe6c98,txn_1005d225a300,txn_9cf3b52e143e,txn_01d285a7fdd5,txn_e8bd725fbc2e,txn_3bc3a14f63b2,txn_9ad28a80cea7,txn_90403467f3e8,txn_6bcbff21d47d,txn_8bf89876a64c,txn_66e9ef1eff48,txn_e60c35062695,txn_7735091bd4a9,txn_8069948f61e8,txn_073d9e1b2c0d,txn_1b9389b28581,txn_212ce5c6f9c6,txn_c16307c4241e,txn_c2ab51fbafdb,txn_a6795f286ccd,txn_2d7fe269a978,txn_e18d41f072e5,txn_bc07db28ff91,txn_1e57835b51d0,txn_6e63d7c1d8cd,txn_f22580d09552,txn_51d2ac4b80a5,txn_37ae05406d7f,txn_69a961115224,txn_cb247d892602,txn_0ef3e9f424c5,txn_345fa6571a12,txn_ce1450a2059e,txn_b2937fd03d99,txn_daca9aa23b79,txn_e582ef81d7b6,txn_8af6242ff293,txn_3f4d9bdfde93,txn_fef733c3ba10,txn_3dda6f3773fc,txn_1122dc5161a0,txn_a798f9fa39ed,txn_12fc7df717d4,txn_1e1bf63bbed0,txn_873f716c84bf,txn_8819876a2463,txn_c62c97746a94,txn_fa82c7340472"
atk_bd7c8067ab93,scn_4e668ae90e6e,identity_fraud_merchant_001,identity_onboarding_fraud,fraudulent_merchant_onboarding,49,0.5773,0.4768,"txn_2dad31716778,txn_ea6f4c49ae77,txn_2d887b0a6db1,txn_f6af2a18adcd,txn_eca8f2d5a332,txn_a4b71e4f5b82,txn_df7ec3cc5251,txn_2b36d24328e3,txn_cb3f17e25231,txn_5f22846f7341,txn_57115b86b4b3,txn_d4553cf313de,txn_8831afc8b4f7,txn_964710b11595,txn_4bdfc74f237b,txn_1c17e9deba97,txn_715617e22c30,txn_417f8e8f0f02,txn_9cdfcf147761,txn_797c1a15a7d1,txn_59f68a369b94,txn_7a567bb5d30c,txn_d78ae7cefdef,txn_4e82c6032406,txn_47dae21132b3,txn_2e5e67a504d9,txn_67ccc2901a94,txn_3fb36fc06e93,txn_44e72d4a74fd,txn_60310483045a,txn_680ad65dae53,txn_3589b764b141,txn_23d57c8ffa4b,txn_75edddf60d51,txn_8ede9e26d8d4,txn_42d583784de1,txn_4b07dab43583,txn_d78eeca50eac"
atk_54e56b1cf307,scn_c9e32d118cb0,identity_mule_account_001,identity_onboarding_fraud,mule_account_creation,50,0.4964,0.6239,"txn_14f3a16ce9e5,txn_aef3a51af32a,txn_5a504b180b78,txn_77253986229a,txn_121c5eec42fc,txn_ea0516f7394a,txn_e5806d16c1bf,txn_4ea66ed2ca52,txn_2b9789bf153e,txn_16389fba7d6b,txn_8bbd5ba3f39e,txn_f6f77874ecbf,txn_406e85ccc1f2,txn_607ca6b703ab,txn_5387745b2bee,txn_0baa9a3ee650,txn_7c2d2724b36e,txn_60bf73404388,txn_e4eff4676a2d,txn_b78245dc99f2,txn_e00b4c0014cb,txn_a4667f13e48f,txn_ce20d26508b4,txn_523b947a788a,txn_d95d11c58c82,txn_a97a13dc93dc,txn_cb4cbdb42cbe,txn_5f7bc30b770b,txn_faf059cca8ce,txn_dbcf2a0b2bc7,txn_963169e4042e,txn_e528a83397d9,txn_13827af77ae9,txn_d54c850529af,txn_5fa63de901bf,txn_54707e64df29,txn_3d56d036d8ef,txn_ae9bcf75025e,txn_5a1717a6d4c8,txn_0e55a418e9c0,txn_4dd73b91bd8f,txn_a47f0c7828cb,txn_7fd21db50a02,txn_6ff98bb289e3,txn_22c979949c48"
atk_66e9bafde9b8,scn_cbfdbde52487,identity_stolen_signup_001,identity_onboarding_fraud,stolen_identity_signup,51,0.6262,0.6352,"txn_5cc3aa3601d5,txn_7d5ef0d2f596,txn_1355812694e8,txn_0d29c4384a42,txn_79c2d49d1bbf,txn_329f717367c2,txn_5ab5a14e6216,txn_678ca79ef357,txn_e1f90fd95d7a,txn_abf9a7ef91c5,txn_402dba7b3117,txn_678b91028f45,txn_0560314347a7,txn_33e5632eacfe,txn_8b0f1b04bbf1,txn_bfe14d985342,txn_fdaed20c74c6"
atk_f46245c79259,scn_e5a9e2349b16,identity_synthetic_001,identity_onboarding_fraud,synthetic_identity,52,0.38,0.8913,"txn_0af160d54d7d,txn_a9ff39060b29,txn_e425296ca2ac,txn_828b426c5f8d,txn_7a00918cfdf9,txn_4223ef72f991,txn_0c24b22dea4a,txn_4e7db352e17c,txn_eb78349c60d5"
atk_1453d6f7321c,scn_6e8e0ebee27e,identity_synthetic_business_001,identity_onboarding_fraud,synthetic_business,53,0.8396,0.7469,"txn_6ea240351a4e,txn_1399a067e8d2,txn_2070c084c39d,txn_941c259514d1,txn_54be38ac21d1,txn_a821adedfa90,txn_a0d15eefcce1,txn_176ad663744e,txn_ab2eee09c562,txn_931c4b950563,txn_46987f57bf16,txn_c84f0938e088,txn_8e52ff9618b0,txn_2e58e7dddb0e,txn_51cf457a8f20"
