device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_a0545b1f3593,sess_a0545b1f3593,Chrome,Windows,mobile,AE,0.1465,1174,1292,1
dev_41d42f2738e7,sess_4fb59943b19a,Safari,Windows,mobile,SG,0.1924,1349,965,0
dev_a703bf8e1397,sess_c097b3f2f1ba,Chrome,Windows,tablet,SG,0.22,656,738,0
dev_fd19060fa6cd,sess_6cf8c2b99854,Safari,Windows,desktop,SG,0.1306,988,1093,1
dev_86a400a5897e,sess_24550bdfdbb5,Firefox,Windows,desktop,AE,0.0802,762,875,0
dev_4fb59943b19a,sess_afc3eedad75b,Firefox,macOS,tablet,GB,0.1014,968,1714,0
dev_a700c28d743c,sess_bcdab0753187,Edge,iOS,tablet,AE,0.1892,1170,1203,0
dev_89560ffc8d2b,sess_721908612a6f,Chrome,iOS,tablet,AE,0.0088,931,876,1
dev_5a0036c081fc,sess_409b838b09c6,Safari,Android,desktop,US,0.0114,351,1510,1
dev_a84ae569ea6c,sess_c2c6a025515b,Firefox,macOS,mobile,AE,0.0621,375,1463,0
dev_c097b3f2f1ba,sess_c38aff61370a,Safari,Windows,mobile,AE,0.1362,358,473,0
dev_bd970e8cd1db,sess_931c2be7ad5d,Chrome,Android,mobile,DE,0.1451,1180,737,0
dev_031519546e21,sess_067f12af16fc,Edge,Android,mobile,AE,0.1275,1422,1078,1
dev_3c878ac1934d,sess_0544286fc6f2,Firefox,macOS,mobile,IN,0.1875,1082,683,1
dev_edda4c1c33e3,sess_4a5a5fa43829,Safari,Windows,tablet,GB,0.1745,373,1743,1
dev_6cf8c2b99854,sess_f8bd7a133036,Safari,iOS,tablet,AE,0.044,124,1593,0
dev_b9313e6e2e4b,sess_a279e238d1dd,Chrome,Windows,mobile,DE,0.083,976,597,1
dev_7c53b6ce6527,sess_76981d5d4024,Edge,macOS,desktop,US,0.102,107,1621,0
dev_08465652a487,sess_ba429c089630,Safari,Windows,desktop,US,0.0589,317,1330,1
dev_dc00de623299,sess_3314a7d9b690,Firefox,Windows,mobile,GB,0.0159,1004,1029,0
dev_ab8053d4fb62,sess_5f1c8ee99471,Firefox,Windows,mobile,GB,0.8311,91,119,0
dev_cdf453edd0a3,sess_c28725df4c25,Safari,macOS,mobile,AE,0.5061,130,832,1
dev_e1ade8bc80b1,sess_03d7cc3cc2a6,Edge,macOS,desktop,IN,0.553,244,424,3
dev_f29a53c525dc,sess_d95eed48d4d8,Edge,Android,mobile,AE,0.5855,103,233,3
dev_2a91e8ef8b72,sess_eeffbd74a2e4,Edge,iOS,mobile,SG,0.7042,174,70,2
dev_040b1366258c,sess_2dad31716778,Safari,iOS,desktop,DE,0.482,134,256,2
dev_f6315ba2dfda,sess_14f3a16ce9e5,Edge,iOS,mobile,DE,0.6529,76,628,3
dev_89f614c10bd3,sess_5cc3aa3601d5,Chrome,iOS,tablet,GB,0.2244,157,850,2
dev_cbbbcac18acb,sess_0af160d54d7d,Safari,macOS,mobile,DE,0.4058,253,386,3
dev_cbb91b6e0f3f,sess_6ea240351a4e,Safari,Android,mobile,GB,0.5807,176,300,4
dev_fc398890b4e2,sess_a2e5aaceb094,Firefox,macOS,desktop,AE,0.3068,261,250,1
dev_9c2f077a759a,sess_74a3cd5507aa,Chrome,Windows,mobile,IN,0.5847,2,429,2
dev_184201704a1a,sess_7c03c51c85e8,Chrome,Android,desktop,IN,0.3399,187,512,2
dev_3cdd07f8dec1,sess_22ed537ac2bb,Edge,Linux,desktop,DE,0.6622,96,143,3
dev_83431afa18b3,sess_802549a4edee,Edge,Linux,tablet,SG,0.6949,15,709,3
dev_bc06f42dc79a,sess_c50e5f220c1b,Safari,Linux,mobile,US,0.4797,9,298,1
dev_7edfa1daf392,sess_224e2f7cf094,Safari,Android,desktop,AE,0.6715,150,471,3
dev_b4235a1a33c0,sess_0b4ca74d66aa,Safari,Android,tablet,SG,0.4224,69,883,2
dev_da48b5b30098,sess_405f81ebdefe,Safari,Android,tablet,US,0.4448,134,37,1
dev_0b38f3edeccd,sess_dcc9f68d77f7,Firefox,Android,desktop,AE,0.7053,251,823,4
dev_39ef8ec0274c,sess_56dcc7edc64c,Chrome,iOS,mobile,US,0.64,266,252,3
dev_da399c23524b,sess_aadd02183309,Firefox,iOS,mobile,AE,0.7525,35,624,1
dev_7b9f8b4f9379,sess_e151f2f65f55,Edge,Linux,mobile,AE,0.2842,88,139,0
dev_1014ae8e3a04,sess_20ee12fe6676,Firefox,Android,desktop,DE,0.8612,3,592,6
dev_61c772cd9942,sess_047345e54364,Edge,iOS,desktop,US,0.27,190,192,1
dev_a545be3f7dcc,sess_e852fd18d14f,Safari,Android,mobile,GB,0.3582,299,845,3
dev_7cad391d1622,sess_d94e53e2021b,Chrome,iOS,mobile,SG,0.4595,321,42,2
dev_4e595eec529a,sess_7175bbdcf8b7,Firefox,Linux,mobile,SG,0.6862,49,151,5
dev_c1fa88c6e8c1,sess_6637ebaf88a1,Chrome,macOS,mobile,GB,0.2683,71,36,2
dev_a009f23718d8,sess_5cb0a8c51db5,Safari,iOS,desktop,AE,0.6461,156,647,0
