merchant_id,merchant_category,merchant_age_days,country,payout_account_age_days,refund_rate,chargeback_rate,average_ticket_size,volume_growth_rate,risk_tier
merch_1228ad2cefe8,electronics,647,SG,712,0.0239,0.0027,134.83,0.1668,low
merch_4790a68c3bdf,travel,136,GB,244,0.0523,0.0132,68.29,0.3135,medium
merch_b886787848c6,travel,178,US,3391,0.0684,0.0008,186.01,0.3274,medium
merch_89dc0aa4acde,travel,4289,AE,3995,0.0234,0.0099,216.38,0.318,low
merch_7d1277f78d10,travel,2584,US,232,0.0393,0.0033,218.78,0.1609,low
merch_3710a1533e7e,gift_cards,1964,DE,1322,0.0508,0.0102,18.58,0.1138,low
merch_2a79556444a6,digital_goods,4401,IN,3172,0.0138,0.0109,136.06,0.1331,low
merch_d397da168c20,financial_services,3963,US,3314,0.0724,0.0118,218.99,0.0514,medium
merch_10c6287d13ff,financial_services,3205,SG,1071,0.036,0.0011,133.45,0.0168,low
merch_95dda685c895,retail,2969,GB,2680,0.0628,0.0061,125.99,0.0338,low
merch_3a4ce753a195,travel,3805,GB,1720,0.0126,0.0113,78.43,0.2803,low
merch_947fb889d7f1,electronics,370,SG,3766,0.0534,0.0023,137.39,0.2114,low
merch_cf1982d23fd8,electronics,3287,AE,3406,0.0315,0.014,77.01,0.2804,low
merch_a6ff13150ffe,digital_goods,2766,GB,654,0.0361,0.0089,37.76,0.2615,low
merch_128b6547e713,financial_services,3484,US,2037,0.0023,0.015,157.48,0.3305,low
merch_f2905fc8e813,financial_services,185,US,3616,0.0651,0.0056,18.05,0.174,medium
merch_3645f47fcdf7,digital_goods,484,GB,2444,0.0727,0.007,178.7,0.2318,medium
merch_a2352d41560c,travel,1280,GB,2273,0.0571,0.0012,182.84,0.0926,low
merch_591e07b56312,electronics,437,SG,306,0.1508,0.02,376.24,0.2013,low
merch_eb54f63814c0,retail,528,GB,343,0.0284,0.0532,195.25,0.4079,high
merch_fdddbc83cdf4,digital_goods,422,AE,349,0.157,0.0447,495.4,1.0805,low
merch_4be66ddc6ace,marketplace,4467,SG,1868,0.0399,0.0034,161.01,0.1841,low
merch_0d47ba1255a6,digital_goods,435,AE,372,0.0236,0.0418,290.08,1.1931,medium
merch_42d04dddf8c1,travel,4604,IN,2938,0.0045,0.003,98.2,0.1523,low
merch_6eb53473e688,gift_cards,4933,DE,1902,0.0628,0.0108,118.68,0.0616,medium
merch_a3f34e444334,marketplace,2056,AE,1103,0.0469,0.0072,70.62,0.1618,medium
merch_e2ab58bd18a3,travel,806,GB,602,0.0192,0.0399,509.99,1.192,low
merch_a6b2c84c20ce,financial_services,841,IN,299,0.0395,0.0136,100.68,0.0685,low
merch_e7b030739d68,marketplace,4928,DE,2187,0.0542,0.0073,35.04,0.0644,low
merch_6b44ba01dbd3,gift_cards,715,SG,508,0.2391,0.0728,491.07,0.8681,medium
merch_27366e58efe7,marketplace,383,US,191,0.196,0.0374,211.58,0.8547,low
merch_f344772fc0c7,electronics,313,DE,249,0.0248,0.0087,81.91,0.1933,medium
merch_a441441637f2,marketplace,856,SG,150,0.2178,0.0799,224.77,0.1621,medium
merch_e14b5766af85,digital_goods,335,AE,103,0.1306,0.0673,177.92,1.6792,high
merch_b26ac58c5bfc,travel,807,SG,576,0.0738,0.0128,171.05,0.2979,medium
merch_1ade632de245,retail,899,SG,551,0.2374,0.0086,545.13,0.4574,medium
merch_23202bbacf27,marketplace,4228,SG,2708,0.0426,0.01,162.81,0.1657,medium
merch_719942e6b120,gift_cards,4142,IN,1989,0.0774,0.0082,131.15,0.2167,medium
merch_963e460b79dd,financial_services,2789,DE,297,0.0664,0.0027,192.41,0.1894,medium
merch_f1969eb3a890,financial_services,1429,IN,625,0.0071,0.0084,27.8,0.033,medium
merch_1c0af8ce895a,financial_services,1042,AE,826,0.0104,0.0097,61.99,0.2865,low
merch_68d417b5f14a,financial_services,4579,AE,3130,0.0668,0.0062,104.83,0.0672,medium
merch_84a5c03d7b87,financial_services,3182,GB,2673,0.0056,0.0089,71.28,0.0322,medium
merch_80328828eec6,retail,1388,US,649,0.0029,0.0088,87.57,0.168,medium
merch_9383bf74c07a,financial_services,1228,AE,1049,0.0317,0.0072,36.2,0.0813,medium
merch_a9fef3911f61,digital_goods,4516,GB,2162,0.0507,0.0149,74.1,0.3154,low
merch_98248f4c9a0a,financial_services,2061,GB,241,0.0131,0.011,160.08,0.2548,medium
merch_9945ce59d5fd,digital_goods,1058,AE,952,0.0596,0.0529,574.5,1.0199,high
