device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_1228ad2cefe8,sess_1228ad2cefe8,Firefox,macOS,mobile,SG,0.02,325,1551,0
dev_4790a68c3bdf,sess_3710a1533e7e,Edge,Android,mobile,DE,0.1739,400,1256,0
dev_b886787848c6,sess_3a4ce753a195,Chrome,Android,desktop,GB,0.0422,436,760,0
dev_89dc0aa4acde,sess_f2905fc8e813,Edge,Windows,desktop,US,0.2403,486,997,0
dev_7d1277f78d10,sess_2de970216fbb,Chrome,iOS,mobile,GB,0.06,707,92,0
dev_3710a1533e7e,sess_7b2dd9dd429c,Firefox,iOS,desktop,IN,0.1625,520,381,1
dev_2a79556444a6,sess_ec0f4081b161,Firefox,Android,tablet,US,0.1051,880,1299,1
dev_d397da168c20,sess_b65034c2e3cd,Safari,Windows,desktop,SG,0.0778,503,1115,0
dev_10c6287d13ff,sess_2ae08d77231b,Safari,Windows,mobile,DE,0.1388,777,235,1
dev_95dda685c895,sess_358d4196ccbf,Safari,Android,mobile,DE,0.1032,615,375,1
dev_e7122ce5e908,sess_3cb77d119c81,Edge,iOS,tablet,SG,0.7095,20,241,5
dev_4a001475777b,sess_de4158d82362,Firefox,macOS,tablet,IN,0.3174,142,761,5
dev_513e220ceb64,sess_7a5641b587aa,Chrome,Windows,desktop,AE,0.297,215,603,3
dev_602f4abd2409,sess_a2247c2c2cc8,Edge,Android,mobile,US,0.1432,70,858,0
dev_d74efc02760e,sess_8f43c7a3b6e4,Safari,Linux,tablet,AE,0.4819,107,366,0
dev_cbcb6779e465,sess_c6ce7bb4844e,Edge,Windows,tablet,US,0.2179,471,318,1
dev_a382b0f2556b,sess_4071687dbd8a,Safari,macOS,desktop,DE,0.1689,1366,740,0
dev_0cb3bec719e1,sess_1c9671326a08,Chrome,iOS,mobile,DE,0.1231,801,367,0
dev_7c9d67a09041,sess_603480c5fbb5,Safari,iOS,tablet,SG,0.6036,183,351,3
dev_e4140e777df3,sess_bad287492bcd,Chrome,Windows,tablet,DE,0.1475,774,874,0
dev_50e417baf39a,sess_0af93f2eab55,Safari,Android,tablet,IN,0.0575,873,85,1
dev_478dd6fdb599,sess_686b22763f24,Chrome,Windows,tablet,DE,0.3628,56,830,2
dev_c48357a8590c,sess_ca732fc61ef6,Firefox,iOS,desktop,GB,0.7292,91,754,3
dev_4ce8beccdec7,sess_c4e01bf601d6,Chrome,Android,desktop,SG,0.0667,786,823,0
dev_e80e85470c66,sess_2057e287387c,Safari,iOS,mobile,DE,0.3968,210,423,0
dev_110c156d9111,sess_b211d64cdc74,Firefox,Android,tablet,IN,0.9187,50,489,3
dev_46fdcb40d97a,sess_7ba27d6fbe74,Edge,Linux,desktop,IN,0.2321,152,807,1
dev_4d0ac11ed5e0,sess_b36b9109ecef,Edge,iOS,mobile,DE,0.8567,132,606,4
dev_a44801506910,sess_a7558f5eee70,Edge,Windows,mobile,SG,0.1515,544,347,1
dev_6fe069bab7fd,sess_72d757ac0dbb,Edge,Android,desktop,GB,0.0302,489,870,0
dev_16920ccd9055,sess_3d9dd65ee6f7,Firefox,Linux,mobile,SG,0.0157,51,106,0
dev_96dfc6604405,sess_e4a2b4e323a1,Edge,Android,desktop,AE,0.1001,397,113,1
dev_b5d7561e814b,sess_ddf3733ff800,Safari,Linux,desktop,DE,0.2343,607,407,1
dev_fb320042aa4b,sess_df9fe42ee8ad,Chrome,Android,tablet,AE,0.0091,45,646,1
dev_33472a9bab2f,sess_9dc07bfae79b,Edge,Windows,mobile,GB,0.0699,790,399,1
dev_5de450850c15,sess_70e4cc3e895c,Edge,macOS,desktop,SG,0.1972,120,565,0
dev_604e29f9ba17,sess_c255bf0c88f7,Safari,Android,desktop,AE,0.0515,47,74,1
dev_61b4e7779242,sess_e610b1827675,Firefox,Windows,desktop,IN,0.176,292,116,1
dev_6d98d69b1545,sess_b3a901d8be41,Safari,Android,desktop,DE,0.2031,914,57,0
dev_0ce4d5f31603,sess_70741be66029,Chrome,Android,tablet,US,0.9356,125,434,1
