customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_1228ad2cefe8,36-50,1117,715,SG,gmail.com,mobile,high,180.06,52.05,0.0353
cust_4790a68c3bdf,26-35,1909,2902,US,outlook.com,mobile,high,110.09,9.49,0.0041
cust_b886787848c6,51-65,797,816,SG,gmail.com,mobile,medium,102.08,33.84,0.0406
cust_89dc0aa4acde,26-35,1954,1306,AE,outlook.com,mobile,high,136.31,62.34,0.0385
cust_7d1277f78d10,18-25,1617,2339,GB,gmail.com,mobile,medium,113.33,57.42,0.0703
cust_3710a1533e7e,36-50,1214,1432,GB,company.example,mobile,high,158.57,17.94,0.0616
cust_2a79556444a6,26-35,1109,2686,SG,outlook.com,mobile,high,51.69,59.64,0.0348
cust_d397da168c20,51-65,553,1274,SG,outlook.com,mobile,high,218.82,23.12,0.0674
cust_10c6287d13ff,36-50,2743,1505,GB,company.example,mobile,high,87.92,18.55,0.0185
cust_95dda685c895,18-25,1786,496,SG,company.example,mobile,high,211.34,44.01,0.0209
cust_3a4ce753a195,51-65,225,66,DE,gmail.com,mobile,high,124.3,48.17,0.0229
cust_947fb889d7f1,36-50,1826,229,US,outlook.com,mobile,medium,194.34,14.93,0.0292
cust_cf1982d23fd8,51-65,909,30,IN,company.example,mobile,medium,109.61,23.55,0.0619
cust_012b6fb05cad,18-25,149,370,DE,gmail.com,mobile,high,228.87,42.49,0.2047
cust_dbac5c5088a6,18-25,740,53,DE,company.example,voip,high,319.39,23.05,0.0712
cust_c84db04b2e68,36-50,883,628,GB,company.example,voip,low,240.08,23.39,0.2217
cust_019b093b51a1,51-65,2041,782,DE,outlook.com,landline,medium,157.67,36.82,0.0231
cust_8ca6f9547794,36-50,248,487,US,proton.me,landline,medium,322.71,39.27,0.055
cust_80630f3d278d,26-35,1419,1564,GB,proton.me,voip,high,74.89,33.82,0.0322
cust_bedb26d2677b,18-25,2442,2804,DE,proton.me,mobile,medium,83.08,64.5,0.0127
cust_f2f003dde2a9,51-65,603,479,SG,outlook.com,voip,high,118.07,53.47,0.063
cust_69eb3cbc9a79,18-25,349,412,AE,gmail.com,landline,low,315.05,9.93,0.2178
cust_b175d8841ccd,36-50,756,347,US,proton.me,landline,medium,209.76,42.16,0.0298
cust_9b88ff637a9e,18-25,2511,2397,AE,proton.me,mobile,low,165.22,28.7,0.0744
cust_a0176a75a391,36-50,685,511,US,company.example,voip,low,43.82,38.97,0.3149
cust_a6fcf0603ba2,18-25,753,48,AE,gmail.com,mobile,low,140.12,32.83,0.0432
cust_ff08dbcf155e,51-65,2905,115,DE,company.example,voip,high,106.26,58.61,0.0597
cust_3792c79b2b38,51-65,924,299,SG,proton.me,voip,high,141.69,74.29,0.0246
cust_4d8b2e14645b,18-25,417,536,GB,outlook.com,voip,low,55.08,53.79,0.0951
cust_21946d7aa40c,36-50,2528,1017,AE,outlook.com,voip,low,236.75,46.53,0.0006
cust_b38871556b19,51-65,1105,234,DE,proton.me,mobile,high,177.36,84.51,0.1831
cust_e2bcd1855dc8,18-25,1385,502,AE,company.example,voip,high,37.29,57.33,0.0317
cust_2f1043042a82,26-35,1776,261,AE,outlook.com,mobile,medium,126.22,46.31,0.0532
cust_9079430b95af,51-65,2675,1410,SG,company.example,mobile,low,150.99,21.35,0.0502
cust_8feffb3b6342,26-35,1995,609,SG,gmail.com,voip,medium,233.38,53.03,0.0088
cust_89ef7246cd98,36-50,2105,2186,SG,company.example,landline,low,108.9,59.9,0.0002
cust_03e2be21f260,36-50,504,2866,AE,proton.me,landline,medium,262.34,5.94,0.0344
cust_d9bae60d2e88,36-50,943,1610,GB,company.example,voip,medium,242.13,49.26,0.0514
cust_e3fa4689ac45,26-35,1828,2275,SG,company.example,mobile,low,69.43,31.2,0.0577
cust_0de1bb884ea9,36-50,2157,1707,DE,gmail.com,mobile,low,123.59,56.69,0.0456
cust_9cb9a3c705a8,36-50,2394,1101,US,outlook.com,mobile,high,267.18,49.82,0.0388
cust_7299f70618d5,26-35,2273,523,GB,company.example,landline,high,84.54,27.36,0.0128
cust_900f940419e3,26-35,303,848,SG,gmail.com,mobile,high,307.77,73.55,0.3018
