transaction_id,event_time,amount,currency,channel,rail,transaction_type,status,customer_id,merchant_id,device_id,session_id,ip_address,billing_country,shipping_country,merchant_category,payment_method_type,auth_result,risk_score,label,attack_id,attack_bucket,attack_subtype,scenario_id,simulation_segment
txn_1228ad2cefe8,2026-08-17T00:00:00+00:00,249.77,INR,wallet,p2p,purchase,declined,cust_1228ad2cefe8,merch_1228ad2cefe8,dev_1228ad2cefe8,sess_1228ad2cefe8,198.51.100.188,SG,SG,marketplace,bank_account,declined,0.3503,0,,,,,atypical_benign
txn_4790a68c3bdf,2026-08-17T00:15:00+00:00,53.17,GBP,mobile_app,wallet,purchase,approved,cust_1228ad2cefe8,merch_4790a68c3bdf,dev_1228ad2cefe8,sess_4790a68c3bdf,198.51.100.67,GB,GB,marketplace,credit_card,approved,0.0366,0,,,,,routine_benign
txn_b886787848c6,2026-08-17T00:06:00+00:00,28.52,INR,ecommerce,p2p,purchase,approved,cust_1228ad2cefe8,merch_b886787848c6,dev_1228ad2cefe8,sess_b886787848c6,198.51.100.182,US,US,retail,credit_card,approved,0.1319,0,,,,,routine_benign
txn_89dc0aa4acde,2026-08-17T00:18:00+00:00,4.68,EUR,wallet,card,purchase,approved,cust_1228ad2cefe8,merch_89dc0aa4acde,dev_1228ad2cefe8,sess_89dc0aa4acde,198.51.100.126,AE,AE,gift_cards,debit_card,approved,0.0239,0,,,,,routine_benign
txn_7d1277f78d10,2026-08-17T00:16:00+00:00,19.24,GBP,mobile_app,wallet,purchase,approved,cust_4790a68c3bdf,merch_7d1277f78d10,dev_1228ad2cefe8,sess_7d1277f78d10,198.51.100.48,US,US,financial_services,wallet,approved,0.0838,0,,,,,routine_benign
txn_3710a1533e7e,2026-08-17T00:40:00+00:00,11.77,GBP,wallet,wallet,purchase,approved,cust_4790a68c3bdf,merch_3710a1533e7e,dev_4790a68c3bdf,sess_3710a1533e7e,198.51.100.14,DE,DE,financial_services,credit_card,approved,0.1794,0,,,,,routine_benign
txn_2a79556444a6,2026-08-17T02:30:00+00:00,49.03,USD,marketplace,p2p,purchase,approved,cust_4790a68c3bdf,merch_2a79556444a6,dev_4790a68c3bdf,sess_2a79556444a6,198.51.100.240,IN,IN,financial_services,bank_account,approved,0.0634,0,,,,,routine_benign
txn_d397da168c20,2026-08-17T01:17:00+00:00,129.52,GBP,ecommerce,card,purchase,approved,cust_4790a68c3bdf,merch_d397da168c20,dev_4790a68c3bdf,sess_d397da168c20,198.51.100.115,US,US,financial_services,bank_account,approved,0.041,0,,,,,routine_benign
txn_10c6287d13ff,2026-08-17T01:28:00+00:00,13.78,INR,wallet,wallet,purchase,approved,cust_b886787848c6,merch_10c6287d13ff,dev_4790a68c3bdf,sess_10c6287d13ff,198.51.100.90,SG,SG,digital_goods,debit_card,approved,0.2072,0,,,,,routine_benign
txn_95dda685c895,2026-08-17T03:27:00+00:00,24.5,EUR,wallet,card,purchase,approved,cust_b886787848c6,merch_95dda685c895,dev_4790a68c3bdf,sess_95dda685c895,198.51.100.176,GB,GB,retail,credit_card,approved,0.0775,0,,,,,routine_benign
txn_3a4ce753a195,2026-08-17T00:50:00+00:00,39.52,EUR,mobile_app,p2p,purchase,approved,cust_b886787848c6,merch_3a4ce753a195,dev_b886787848c6,sess_3a4ce753a195,198.51.100.45,GB,GB,gift_cards,debit_card,approved,0.1911,0,,,,,routine_benign
txn_947fb889d7f1,2026-08-17T02:34:00+00:00,30.66,INR,marketplace,p2p,purchase,approved,cust_b886787848c6,merch_947fb889d7f1,dev_b886787848c6,sess_947fb889d7f1,198.51.100.146,SG,SG,electronics,bank_account,approved,0.0615,0,,,,,routine_benign
txn_cf1982d23fd8,2026-08-17T02:00:00+00:00,19.82,GBP,wallet,p2p,purchase,approved,cust_89dc0aa4acde,merch_cf1982d23fd8,dev_b886787848c6,sess_cf1982d23fd8,198.51.100.204,AE,AE,marketplace,credit_card,approved,0.304,0,,,,,routine_benign
txn_a6ff13150ffe,2026-08-17T02:10:00+00:00,22.69,SGD,mobile_app,p2p,purchase,approved,cust_89dc0aa4acde,merch_a6ff13150ffe,dev_b886787848c6,sess_a6ff13150ffe,198.51.100.15,GB,GB,electronics,bank_account,approved,0.278,0,,,,,routine_benign
txn_128b6547e713,2026-08-17T00:42:00+00:00,18.57,EUR,mobile_app,card,purchase,approved,cust_89dc0aa4acde,merch_128b6547e713,dev_b886787848c6,sess_128b6547e713,198.51.100.243,US,US,gift_cards,wallet,approved,0.1483,0,,,,,routine_benign
txn_f2905fc8e813,2026-08-17T05:00:00+00:00,26.28,INR,wallet,p2p,purchase,approved,cust_89dc0aa4acde,merch_f2905fc8e813,dev_89dc0aa4acde,sess_f2905fc8e813,198.51.100.122,US,US,travel,bank_account,approved,0.1471,0,,,,,routine_benign
txn_3645f47fcdf7,2026-08-17T00:48:00+00:00,16.72,EUR,ecommerce,p2p,purchase,approved,cust_7d1277f78d10,merch_3645f47fcdf7,dev_89dc0aa4acde,sess_3645f47fcdf7,198.51.100.165,GB,GB,electronics,credit_card,approved,0.2059,0,,,,,routine_benign
txn_a2352d41560c,2026-08-17T05:57:00+00:00,66.95,GBP,ecommerce,wallet,purchase,approved,cust_7d1277f78d10,merch_a2352d41560c,dev_89dc0aa4acde,sess_a2352d41560c,198.51.100.101,GB,GB,digital_goods,credit_card,approved,0.2138,0,,,,,routine_benign
txn_0d789f72644c,2026-08-17T03:54:00+00:00,94.75,INR,marketplace,card,purchase,approved,cust_7d1277f78d10,merch_1228ad2cefe8,dev_89dc0aa4acde,sess_0d789f72644c,198.51.100.180,DE,DE,retail,bank_account,approved,0.3129,0,,,,,routine_benign
txn_dc9bf8142826,2026-08-17T06:58:00+00:00,22.85,USD,wallet,card,purchase,approved,cust_7d1277f78d10,merch_4790a68c3bdf,dev_89dc0aa4acde,sess_dc9bf8142826,198.51.100.49,DE,DE,gift_cards,bank_account,approved,0.2088,0,,,,,routine_benign
