transaction_id,event_time,amount,currency,channel,rail,transaction_type,status,customer_id,merchant_id,device_id,session_id,ip_address,billing_country,shipping_country,merchant_category,payment_method_type,auth_result,risk_score,label,attack_id,attack_bucket,attack_subtype,scenario_id,simulation_segment
txn_f5142e8ab368,2026-08-17T00:00:00+00:00,213.61,SGD,mobile_app,p2p,purchase,approved,cust_f5142e8ab368,merch_f5142e8ab368,dev_f5142e8ab368,sess_f5142e8ab368,198.51.100.198,US,IN,travel,wallet,approved,0.3536,0,,,,,atypical_benign
txn_10449be37726,2026-08-17T00:09:00+00:00,15.45,SGD,mobile_app,p2p,purchase,approved,cust_f5142e8ab368,merch_10449be37726,dev_f5142e8ab368,sess_10449be37726,198.51.100.203,US,US,digital_goods,credit_card,approved,0.1041,0,,,,,routine_benign
txn_26d576d350fd,2026-08-17T00:38:00+00:00,43.78,EUR,ecommerce,p2p,purchase,approved,cust_f5142e8ab368,merch_26d576d350fd,dev_f5142e8ab368,sess_26d576d350fd,198.51.100.166,GB,GB,gift_cards,bank_account,approved,0.3106,0,,,,,routine_benign
txn_1e336c972dc2,2026-08-17T00:21:00+00:00,238.33,EUR,ecommerce,card,purchase,approved,cust_f5142e8ab368,merch_1e336c972dc2,dev_f5142e8ab368,sess_1e336c972dc2,198.51.100.251,US,US,gift_cards,wallet,approved,0.0923,0,,,,,routine_benign
txn_379e585fbbf9,2026-08-17T01:08:00+00:00,21.12,USD,mobile_app,wallet,purchase,approved,cust_10449be37726,merch_379e585fbbf9,dev_f5142e8ab368,sess_379e585fbbf9,198.51.100.168,DE,DE,retail,bank_account,approved,0.1054,0,,,,,routine_benign
txn_4e6870abfd29,2026-08-17T00:30:00+00:00,46.56,USD,marketplace,card,purchase,approved,cust_10449be37726,merch_4e6870abfd29,dev_10449be37726,sess_4e6870abfd29,198.51.100.88,IN,IN,financial_services,debit_card,approved,0.0299,0,,,,,routine_benign
txn_c206a31ff7e0,2026-08-17T01:24:00+00:00,39.18,USD,ecommerce,p2p,purchase,approved,cust_10449be37726,merch_c206a31ff7e0,dev_10449be37726,sess_c206a31ff7e0,198.51.100.211,US,US,marketplace,bank_account,approved,0.277,0,,,,,routine_benign
txn_f1e98d17caf5,2026-08-17T00:28:00+00:00,14.96,SGD,mobile_app,card,purchase,approved,cust_10449be37726,merch_f1e98d17caf5,dev_10449be37726,sess_f1e98d17caf5,198.51.100.229,IN,IN,digital_goods,debit_card,approved,0.1837,0,,,,,routine_benign
txn_2f98a4660c29,2026-08-17T02:56:00+00:00,19.1,SGD,ecommerce,card,purchase,approved,cust_26d576d350fd,merch_2f98a4660c29,dev_10449be37726,sess_2f98a4660c29,198.51.100.193,SG,SG,marketplace,bank_account,approved,0.1251,0,,,,,routine_benign
txn_ecc107c778b7,2026-08-17T01:03:00+00:00,16.65,USD,marketplace,wallet,purchase,approved,cust_26d576d350fd,merch_ecc107c778b7,dev_10449be37726,sess_ecc107c778b7,198.51.100.246,GB,GB,marketplace,bank_account,approved,0.2019,0,,,,,routine_benign
txn_34ac9ef571e6,2026-08-17T03:20:00+00:00,68.5,GBP,ecommerce,p2p,purchase,approved,cust_26d576d350fd,merch_34ac9ef571e6,dev_26d576d350fd,sess_34ac9ef571e6,198.51.100.81,AE,AE,gift_cards,credit_card,approved,0.1023,0,,,,,routine_benign
txn_59a2fe596426,2026-08-17T01:50:00+00:00,44.35,GBP,ecommerce,card,purchase,approved,cust_26d576d350fd,merch_59a2fe596426,dev_26d576d350fd,sess_59a2fe596426,198.51.100.174,SG,SG,marketplace,credit_card,approved,0.2158,0,,,,,routine_benign
txn_56d0609fa109,2026-08-17T02:36:00+00:00,32.14,GBP,mobile_app,p2p,purchase,approved,cust_1e336c972dc2,merch_56d0609fa109,dev_26d576d350fd,sess_56d0609fa109,198.51.100.216,US,US,electronics,credit_card,approved,0.105,0,,,,,routine_benign
txn_4567c4cde7b7,2026-08-17T04:46:00+00:00,29.88,SGD,wallet,card,purchase,approved,cust_1e336c972dc2,merch_4567c4cde7b7,dev_26d576d350fd,sess_4567c4cde7b7,198.51.100.114,SG,SG,marketplace,wallet,approved,0.0799,0,,,,,routine_benign
txn_917948913213,2026-08-17T04:12:00+00:00,34.25,EUR,mobile_app,wallet,purchase,approved,cust_1e336c972dc2,merch_917948913213,dev_26d576d350fd,sess_917948913213,198.51.100.123,US,US,marketplace,debit_card,approved,0.3454,0,,,,,routine_benign
txn_5a748823564c,2026-08-17T01:15:00+00:00,76.53,GBP,ecommerce,p2p,purchase,approved,cust_1e336c972dc2,merch_5a748823564c,dev_1e336c972dc2,sess_5a748823564c,198.51.100.85,IN,IN,marketplace,wallet,approved,0.3577,0,,,,,routine_benign
txn_ba500d83f947,2026-08-17T04:00:00+00:00,21.42,EUR,ecommerce,wallet,purchase,declined,cust_379e585fbbf9,merch_ba500d83f947,dev_1e336c972dc2,sess_ba500d83f947,198.51.100.92,DE,DE,financial_services,debit_card,soft_decline,0.4894,0,,,,,atypical_benign
txn_247601281e67,2026-08-17T01:08:00+00:00,51.83,USD,mobile_app,p2p,purchase,approved,cust_379e585fbbf9,merch_247601281e67,dev_1e336c972dc2,sess_247601281e67,198.51.100.29,GB,GB,electronics,debit_card,approved,0.2864,0,,,,,routine_benign
txn_ee2a1bca658d,2026-08-17T04:12:00+00:00,33.52,INR,mobile_app,p2p,purchase,approved,cust_379e585fbbf9,merch_f5142e8ab368,dev_1e336c972dc2,sess_ee2a1bca658d,198.51.100.89,GB,GB,gift_cards,bank_account,approved,0.0778,0,,,,,routine_benign
txn_775c9fd8ae76,2026-08-17T01:54:00+00:00,185.86,GBP,wallet,card,purchase,approved,cust_379e585fbbf9,merch_10449be37726,dev_1e336c972dc2,sess_775c9fd8ae76,198.51.100.250,DE,DE,marketplace,credit_card,approved,0.5655,0,,,,,atypical_benign
txn_f24567c918e8,2026-08-17T02:00:00+00:00,46.73,SGD,mobile_app,card,purchase,approved,cust_4e6870abfd29,merch_26d576d350fd,dev_379e585fbbf9,sess_f24567c918e8,198.51.100.22,IN,IN,retail,bank_account,approved,0.2761,0,,,,,routine_benign
txn_c821c103346c,2026-08-17T06:18:00+00:00,123.35,GBP,marketplace,p2p,purchase,approved,cust_4e6870abfd29,merch_1e336c972dc2,dev_379e585fbbf9,sess_c821c103346c,198.51.100.50,SG,SG,retail,debit_card,approved,0.2643,0,,,,,routine_benign
