device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_f7006a27825f,sess_f7006a27825f,Safari,iOS,tablet,GB,0.1357,379,1062,0
dev_ea70572cbfcd,sess_4e278b64819e,Edge,iOS,desktop,DE,0.008,205,1450,1
dev_19953660094d,sess_eae8fb9aa179,Edge,Android,tablet,SG,0.0335,183,533,0
dev_3224fc12eb71,sess_831e7b331df5,Firefox,iOS,desktop,DE,0.0809,156,681,1
dev_0159001eb6b9,sess_f744d654ff85,Chrome,iOS,tablet,GB,0.0657,1306,941,0
dev_4e278b64819e,sess_51e7b8bad582,Chrome,iOS,desktop,IN,0.0179,1412,466,1
dev_db79c1c9230b,sess_b899e868b263,Safari,Android,desktop,DE,0.1356,786,477,1
dev_b8ffc7581114,sess_6de999fa69c3,Chrome,iOS,mobile,SG,0.0385,495,1035,0
dev_75da955712dd,sess_e9b80ed8855b,Safari,iOS,tablet,IN,0.0482,1118,605,0
dev_27f5627dfa11,sess_3b41a55f449b,Edge,macOS,tablet,SG,0.2344,205,1776,1
dev_eae8fb9aa179,sess_a5439fdab514,Firefox,macOS,tablet,US,0.2067,721,194,1
dev_8a7e7817bb1e,sess_b85b8e1158b6,Edge,iOS,desktop,DE,0.1735,170,1221,1
dev_68a18240dafd,sess_cf270484f1ce,Edge,Android,mobile,GB,0.0586,928,1098,0
dev_f9469ea7b69e,sess_a2a0514ed7a4,Safari,Windows,tablet,IN,0.0942,396,1408,0
dev_ac327ec2d34a,sess_ed4c4c03cff5,Firefox,macOS,mobile,SG,0.0501,1067,1689,0
dev_831e7b331df5,sess_9d3266acc0bc,Firefox,Android,tablet,GB,0.0995,1117,808,1
dev_858a5a1f9bb5,sess_c5cbd8f24135,Edge,iOS,desktop,US,0.0309,1114,1628,1
dev_eede2ac4420d,sess_fb6939eba6c7,Safari,Android,mobile,IN,0.0541,1109,200,1
dev_07b0720bb2f5,sess_ab2f6f9fb8b4,Safari,macOS,mobile,GB,0.2128,1284,688,1
dev_3eb38a011bc8,sess_aea02585f813,Firefox,Android,mobile,GB,0.0441,241,978,1
dev_59833ea355e4,sess_9aadd14c9457,Firefox,macOS,mobile,SG,0.5487,152,643,0
dev_bcc320a0024c,sess_a18be3c53a85,Edge,macOS,mobile,SG,0.7624,47,84,4
dev_712861210548,sess_0722e272fc66,Safari,Android,desktop,IN,0.3536,208,416,1
dev_adcd3163d351,sess_54dd90007928,Chrome,Linux,desktop,GB,0.1566,597,774,0
dev_ab0b28416505,sess_16ae0c86b7fb,Chrome,Linux,desktop,US,0.9037,26,299,0
dev_998fda6dac51,sess_0a5f6e5561a2,Chrome,Windows,mobile,AE,0.1972,1441,109,1
dev_cb1d92c0fa39,sess_fbef63ba2d63,Safari,macOS,desktop,SG,0.3952,39,560,1
dev_e7765dc0f6e4,sess_fef2de7ae025,Safari,Linux,desktop,DE,0.0814,237,676,1
dev_391c39cef9cf,sess_31df94090dd5,Safari,Windows,tablet,US,0.2497,608,546,1
dev_32ef62717699,sess_fb535d827062,Edge,Android,tablet,IN,0.2256,358,648,0
dev_6690c23f58c9,sess_84fadf4d000b,Safari,iOS,desktop,GB,0.2402,36,320,4
dev_4ea733b45691,sess_97894eb65229,Firefox,iOS,tablet,GB,0.4358,31,415,1
dev_cf72e3fa41fe,sess_41a6288f2c0b,Chrome,Android,tablet,GB,0.7971,153,830,2
dev_e0906974dfc3,sess_fd67eb526516,Safari,macOS,tablet,AE,0.6225,38,136,2
dev_3b2e111e927e,sess_abaf9aa06f4f,Chrome,iOS,desktop,AE,0.0673,621,879,1
dev_63f0b4d83d64,sess_7e4fbfbcd7ea,Chrome,Linux,desktop,US,0.1971,685,275,0
dev_16900eee83f0,sess_ab9614112a8a,Safari,Android,tablet,SG,0.5741,30,145,3
dev_5b4d5a964af2,sess_b3f4d618efef,Chrome,Linux,tablet,US,0.1224,1468,641,1
dev_8c17e18246f0,sess_509e0c7be5a9,Firefox,iOS,desktop,US,0.0212,403,898,0
dev_ab2bb8f0a22b,sess_ab1c4d0257ad,Firefox,iOS,desktop,AE,0.7655,143,631,2
dev_5009daa0adf4,sess_ba84b338bb7f,Firefox,macOS,desktop,IN,0.225,158,735,1
dev_b084741c8c07,sess_b0b3d5db15d3,Chrome,Windows,tablet,GB,0.0696,768,81,0
dev_1a1e0c997e76,sess_a2f8278feaf2,Firefox,macOS,desktop,GB,0.7326,164,658,3
dev_14336e958787,sess_9dcbd727e002,Firefox,Windows,mobile,SG,0.1114,311,540,1
dev_5c63134f54bb,sess_273cdddb96ca,Firefox,Windows,desktop,AE,0.0216,319,429,0
