transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_txn_count_1h_prior,device_txn_count_1h_prior,customer_decline_count_24h_prior,customer_amount_mean_prior,customer_amount_deviation_ratio,minutes_since_customer_event,minutes_since_device_event,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,attack_id,scenario_id,simulation_segment,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_f7006a27825f,5.66,0.0749,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,562.0,0.0607,49.37,1680.0,0.0785,0.0041,0.1082,0.1357,379.0,0.0,0,,,,,routine_benign,4,6,4,1,0,2,2,1,1,0
txn_ea70572cbfcd,52.46,0.1279,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.66,8.2686,7.0,7.0,562.0,0.0607,49.37,2431.0,0.068,0.0059,0.2311,0.1357,379.0,0.0,0,,,,,routine_benign,3,8,4,1,0,4,4,2,3,0
txn_19953660094d,43.65,0.119,0,0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,37.8767,0.1524,8.0,8.0,562.0,0.0607,49.37,1962.0,0.0022,0.0013,0.0899,0.1357,379.0,0.0,0,,,,,routine_benign,3,4,4,1,0,2,2,0,0,0
txn_3224fc12eb71,55.51,0.1086,0,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,29.06,0.9102,11.0,11.0,562.0,0.0607,49.37,3207.0,0.0517,0.0091,0.1598,0.1357,379.0,0.0,0,,,,,routine_benign,4,8,3,1,0,3,3,2,1,0
txn_0159001eb6b9,51.57,0.0287,1,0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,582.41,0.9115,11.0,34.0,2756.0,0.0736,92.7,2963.0,0.0402,0.0094,0.2588,0.1357,379.0,0.0,0,,,,,routine_benign,2,4,3,1,0,5,5,6,2,0
txn_4e278b64819e,32.61,0.3174,1,0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,223.7567,0.8543,3.0,3.0,2756.0,0.0736,92.7,2057.0,0.064,0.0055,0.1768,0.008,205.0,1.0,0,,,,,routine_benign,1,10,3,1,0,1,1,3,2,0
txn_db79c1c9230b,37.29,0.0854,1,0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,316.99,0.8824,12.0,23.0,2756.0,0.0736,92.7,446.0,0.0096,0.0127,0.03,0.008,205.0,1.0,0,,,,,routine_benign,2,10,3,1,0,4,4,5,1,0
txn_b8ffc7581114,582.41,0.4858,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,2756.0,0.0736,92.7,1815.0,0.0239,0.0094,0.224,0.008,205.0,1.0,0,,,,,atypical_benign,3,10,3,1,0,0,0,3,2,0
txn_75da955712dd,36.27,0.3071,1,0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1440.0,13.0,440.0,0.0798,272.12,2449.0,0.0193,0.0128,0.3348,0.008,205.0,1.0,0,,,,,routine_benign,1,8,3,1,0,1,1,3,0,0
txn_27f5627dfa11,22.28,0.1732,1,0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,36.27,0.3857,2.0,2.0,440.0,0.0798,272.12,3082.0,0.0612,0.0127,0.3139,0.008,205.0,1.0,0,,,,,routine_benign,3,8,1,1,0,3,3,5,0,0
txn_eae8fb9aa179,23.43,0.351,3,0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,208.86,0.8878,45.0,45.0,440.0,0.0798,272.12,1470.0,0.0328,0.0024,0.1904,0.0335,183.0,0.0,0,,,,,routine_benign,0,10,1,1,0,4,4,3,3,0
txn_8a7e7817bb1e,568.03,0.5034,2,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.275,18.4032,75.0,61.0,440.0,0.0798,272.12,2977.0,0.0069,0.0029,0.0634,0.0335,183.0,0.0,0,,,,,atypical_benign,3,4,4,1,0,2,2,3,3,0
txn_68a18240dafd,42.3,0.4688,4,0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,18.37,1.3027,36.0,36.0,2076.0,0.0673,161.33,957.0,0.045,0.0039,0.333,0.0335,183.0,0.0,0,,,,,atypical_benign,4,6,3,1,0,3,3,1,0,0
txn_f9469ea7b69e,20.18,0.3084,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.7,1.6208,29.0,1440.0,2076.0,0.0673,161.33,811.0,0.0347,0.0045,0.1572,0.0335,183.0,0.0,0,,,,,routine_benign,1,10,1,1,0,2,2,3,0,0
txn_ac327ec2d34a,27.23,0.3349,4,0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,13.94,0.9534,148.0,42.0,2076.0,0.0673,161.33,1560.0,0.0039,0.0139,0.3332,0.0335,183.0,0.0,0,,,,,routine_benign,1,4,1,1,0,0,0,0,0,0
txn_831e7b331df5,7.7,0.4645,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,2076.0,0.0673,161.33,2500.0,0.0533,0.01,0.0378,0.0809,156.0,1.0,0,,,,,atypical_benign,4,8,3,1,0,1,1,3,2,0
txn_858a5a1f9bb5,19.58,0.0813,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1440.0,69.0,50.0,0.0642,274.56,500.0,0.0749,0.006,0.2302,0.0809,156.0,1.0,0,,,,,routine_benign,2,6,4,1,0,5,5,6,2,0
txn_eede2ac4420d,132.25,0.355,6,0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,17.0567,6.7536,14.0,14.0,50.0,0.0642,274.56,2690.0,0.035,0.0005,0.2288,0.0809,156.0,1.0,0,,,,,atypical_benign,1,10,3,1,0,5,5,3,0,0
txn_07b0720bb2f5,14.16,0.3045,6,0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,18.505,0.2348,94.0,94.0,50.0,0.0642,274.56,1680.0,0.0785,0.0041,0.1082,0.0809,156.0,1.0,0,,,,,routine_benign,2,8,4,1,0,2,2,6,3,0
txn_3eb38a011bc8,17.43,0.1387,4,0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,19.58,0.1098,122.0,122.0,50.0,0.0642,274.56,2431.0,0.068,0.0059,0.2311,0.0809,156.0,1.0,0,,,,,routine_benign,0,4,1,1,0,0,0,1,2,0
txn_f744d654ff85,41.8,0.1517,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,93.9,0.5548,10.0,10.0,1337.0,0.0379,82.35,1962.0,0.0022,0.0013,0.0899,0.0657,1306.0,0.0,0,,,,,routine_benign,2,6,1,1,0,2,2,4,2,0
txn_d0e4bf7b0761,17.37,0.3249,7,0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0067,0.666,209.0,209.0,1337.0,0.0379,82.35,3207.0,0.0517,0.0091,0.1598,0.0657,1306.0,0.0,0,,,,,routine_benign,3,4,1,1,0,4,4,2,3,0
txn_0c15353d4ac0,93.9,0.2594,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,1337.0,0.0379,82.35,2963.0,0.0402,0.0094,0.2588,0.0657,1306.0,0.0,0,,,,,atypical_benign,2,10,1,1,0,3,3,2,2,0
